tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index	bonduca	1h4	1h6	2h6	3h6	he8
4000000229	5000000236	sp	1	1	the	DT		D @	0	H-H%	5	0	0	0	0	0	0
4000000229	5000000236	sp	1	1	hardy	JJ	H*	h A r	1	H-H%	5	0	0	0	0	0	0
4000000229	5000000236	sp	1	1	hardy	JJ	H*	d i	0	H-H%	5	0	0	0	0	0	0
4000000229	5000000236	sp	1	1	Romanes	NNS	L*	r @U	1	H-H%	5	0	0	0	0	0	0
4000000229	5000000236	sp	1	1	Romanes	NNS	L*	m EI n z	0	H-H%	5	0	0.11544	0.10968	0.16810	0.18933	0.41745
4000000229	5000000236	sp	1	1	?	.				H-H%	5	0	0.09901	0.10081	0.40703	0.19355	0.19960
4000000229	5000000236	sp	2	1	O	UH	H*	@U	1	H-L%	4	0	0.05246	0.07010	0.52418	0.19536	0.15790
4000000229	5000000236	sp	2	1	ye	PRP		j i	1	H-L%	4	0	0.05889	0.05985	0.45484	0.20882	0.21759
4000000229	5000000236	sp	2	1	gods	NNS	H*	g A d z	1	H-L%	4	0	0.12828	0.12484	0.34662	0.15400	0.24625
4000000229	5000000236	sp	2	1	of	IN		V v	1	H-L%	4	0	0.16115	0.29844	0.24786	0.14606	0.14649
4000000229	5000000236	sp	2	1	Britain	NNP	H*	b r I	1	H-L%	4	0	0.12449	0.29466	0.26104	0.16776	0.15204
4000000229	5000000236	sp	2	1	Britain	NNP	H*	t @ n	0	H-L%	4	0	0.12483	0.21817	0.20829	0.19101	0.25770
4000000229	5000000236	sp	2	1	,	,				H-L%	4	0	0.10051	0.27937	0.15943	0.14177	0.31892
4000000229	5000000236	sp	2	2	the	DT		D @	0	H-L%	4	0	0.11243	0.17563	0.14589	0.16165	0.40439
4000000229	5000000236	sp	2	2	rust	NN	H*	r V s t	1	H-L%	4	0	0.10811	0.18729	0.30765	0.14801	0.24894
4000000229	5000000236	sp	2	2	of	IN		V v	1	H-L%	4	0	0.11039	0.19625	0.28025	0.24423	0.16888
4000000229	5000000236	sp	2	2	arms	NNS	H*	A r m z	1	H-L%	4	0	0.09118	0.14651	0.29788	0.38109	0.08333
4000000229	5000000236	sp	2	2	,	,				H-L%	4	0	0.13858	0.07462	0.42003	0.32631	0.04046
4000000229	5000000236	sp	2	3	the	DT		D @	0	H-L%	4	0	0.16533	0.08937	0.33386	0.35846	0.05298
4000000229	5000000236	sp	2	3	blushing	VBG	H*	b l V	1	H-L%	4	0	0.30040	0.11601	0.30123	0.18795	0.09439
4000000229	5000000236	sp	2	3	blushing	VBG	H*	S I N	0	H-L%	4	0	0.18445	0.11166	0.19308	0.39603	0.11477
4000000229	5000000236	sp	2	3	shame	NN	H*	S EI m	1	H-L%	4	0	0.29588	0.09531	0.15793	0.26650	0.18438
4000000229	5000000236	sp	2	3	of	IN		V v	1	H-L%	4	0	0.30226	0.10254	0.14436	0.21070	0.24014
4000000229	5000000236	sp	2	3	souldiers	NNS	H*	s @U l	1	H-L%	4	0	0.16691	0.17149	0.14688	0.32884	0.18588
4000000229	5000000236	sp	2	3	souldiers	NNS	H*	d i	0	H-L%	4	0	0.10248	0.21134	0.06925	0.49485	0.12208
4000000229	5000000236	sp	2	3	souldiers	NNS	H*	r= z	0	H-L%	4	0	0.09987	0.21103	0.08716	0.40813	0.19381
4000000229	5000000236	sp	2	3	;	:				H-L%	4	0	0.11735	0.09323	0.14893	0.44533	0.19515
4000000229	5000000236	sp	2	4	are	VBP		A r	1	H-H%	5	0	0.19258	0.08878	0.26103	0.31377	0.14384
4000000229	5000000236	sp	2	4	these	DT		D i z	1	H-H%	5	0	0.15521	0.03812	0.21885	0.15869	0.42913
4000000229	5000000236	sp	2	4	the	DT		D @	0	H-H%	5	0	0.06458	0.03734	0.13903	0.11367	0.64538
4000000229	5000000236	sp	2	4	men	NNS	H*	m E n	1	H-H%	5	0	0.19088	0.04050	0.14710	0.09918	0.52234
4000000229	5000000236	sp	2	4	that	IN		D { t	1	H-H%	5	0	0.33645	0.02048	0.37691	0.10998	0.15619
4000000229	5000000236	sp	2	4	conquer	NN	H*	k A N	1	H-H%	5	0	0.16708	0.06132	0.26765	0.32280	0.18115
4000000229	5000000236	sp	2	4	conquer	NN	H*	k r=	0	H-H%	5	0	0.04413	0.16877	0.33133	0.39887	0.05690
4000000229	5000000236	sp	2	4	by	IN		b AI	1	H-H%	5	0	0.12055	0.30762	0.10169	0.35287	0.11727
4000000229	5000000236	sp	2	4	inheritance	NN	L*	I n	0	H-H%	5	0	0.10197	0.42141	0.06268	0.10807	0.30586
4000000229	5000000236	sp	2	4	inheritance	NN	L*	h E	1	H-H%	5	0	0.12590	0.55309	0.07604	0.12500	0.11996
4000000229	5000000236	sp	2	4	inheritance	NN	L*	r @	0	H-H%	5	0	0.04435	0.21720	0.37122	0.18515	0.18208
4000000229	5000000236	sp	2	4	inheritance	NN	L*	t @ n s	0	H-H%	5	0	0.05458	0.02640	0.40452	0.40058	0.11393
4000000229	5000000236	sp	2	4	?	.				H-H%	5	0	0.09484	0.01581	0.06749	0.79122	0.03063
4000000229	5000000236	sp	3	1	The	DT		D @	0	H-H%	5	0	0.13988	0.03425	0.02333	0.73232	0.07022
4000000229	5000000236	sp	3	1	fortune-makers	NN	H*	f O r	1	H-H%	5	0	0.06956	0.04138	0.03965	0.77183	0.07759
4000000229	5000000236	sp	3	1	fortune-makers	NN	H*	tS @ n	0	H-H%	5	0	0.11944	0.19582	0.15729	0.17869	0.34875
4000000229	5000000236	sp	3	1	fortune-makers	NNS	L*	m EI	1	H-H%	5	0	0.09607	0.20251	0.09942	0.13390	0.46810
4000000229	5000000236	sp	3	1	fortune-makers	NNS	L*	k r= z	0	H-H%	5	0	0.06486	0.26721	0.14724	0.10103	0.41966
4000000229	5000000236	sp	3	1	?	.				H-H%	5	0	0.06997	0.13627	0.36119	0.15930	0.27328
4000000229	5000000236	sp	4	1	These	DT		D i z	1	H-L%	4	0	0.06652	0.12312	0.34361	0.19221	0.27454
4000000229	5000000236	sp	4	1	the	DT		D @	0	H-L%	4	0	0.09481	0.19513	0.28447	0.24744	0.17815
4000000229	5000000236	sp	4	1	julians	NNS	H*	dZ u	1	H-L%	4	0	0.11693	0.26615	0.22191	0.25296	0.14205
4000000229	5000000236	sp	4	1	julians	NNS	H*	l i	0	H-L%	4	0	0.15892	0.16563	0.21890	0.33064	0.12592
4000000229	5000000236	sp	4	1	julians	NNS	H*	@ n z	0	H-L%	4	0	0.14951	0.26152	0.30384	0.13825	0.14687
4000000229	5000000236	sp	4	1	,	,				H-L%	4	0	0.09621	0.17334	0.42249	0.12085	0.18711
4000000229	5000000236	sp	4	2	that	IN		D { t	1	H-L%	4	0	0.07268	0.07858	0.60421	0.08867	0.15586
4000000229	5000000236	sp	4	2	with	IN		w I D	1	H-L%	4	0	0.08202	0.08803	0.56727	0.11563	0.14705
4000000229	5000000236	sp	4	2	the	DT		D @	0	H-L%	4	0	0.10211	0.08388	0.32239	0.25367	0.23794
4000000229	5000000236	sp	4	2	sun	NN	H*	s V n	1	H-L%	4	0	0.14676	0.10438	0.32327	0.19863	0.22697
4000000229	5000000236	sp	4	2	measure	NN	H*	m E	1	H-L%	4	0	0.25963	0.13917	0.22186	0.18360	0.19575
4000000229	5000000236	sp	4	2	measure	NN	H*	Z r=	0	H-L%	4	0	0.28159	0.15088	0.16277	0.21358	0.19118
4000000229	5000000236	sp	4	2	the	DT		D @	0	H-L%	4	0	0.25668	0.16020	0.17984	0.18695	0.21633
4000000229	5000000236	sp	4	2	end	NN	H*	E n d	1	H-L%	4	0	0.16946	0.11420	0.32990	0.16201	0.22443
4000000229	5000000236	sp	4	2	of	IN		V v	1	H-L%	4	0	0.15291	0.16471	0.33975	0.19140	0.15123
4000000229	5000000236	sp	4	2	nature	NN	H*	n EI	1	H-L%	4	0	0.18760	0.33149	0.18926	0.14355	0.14810
4000000229	5000000236	sp	4	2	nature	NN	H*	tS r=	0	H-L%	4	0	0.30589	0.25664	0.13924	0.12772	0.17051
4000000229	5000000236	sp	4	2	,	,				H-L%	4	0	0.33020	0.16674	0.17759	0.14012	0.18535
4000000229	5000000236	sp	4	3	making	VBG	H*	m EI	1	H-H%	5	0	0.52563	0.11083	0.18664	0.09497	0.08192
4000000229	5000000236	sp	4	3	making	VBG	H*	k I N	0	H-H%	5	0	0.21620	0.12296	0.44483	0.10285	0.11316
4000000229	5000000236	sp	4	3	the	DT		D @	0	H-H%	5	0	0.13837	0.12423	0.52350	0.11278	0.10112
4000000229	5000000236	sp	4	3	world	NN	H*	w r= l d	1	H-H%	5	0	0.10779	0.19836	0.39313	0.19676	0.10397
4000000229	5000000236	sp	4	3	but	CC		b V t	1	H-H%	5	0	0.13097	0.18518	0.17081	0.32013	0.19292
4000000229	5000000236	sp	4	3	one	CD		w V n	1	H-H%	5	0	0.15995	0.10469	0.14293	0.33294	0.25948
4000000229	5000000236	sp	4	3	Rome	NNP	H*	r @U m	1	H-H%	5	0	0.07438	0.08041	0.09276	0.41060	0.34185
4000000229	5000000236	sp	4	3	and	CC		{ n d	1	H-H%	5	0	0.16278	0.15634	0.27622	0.25349	0.15117
4000000229	5000000236	sp	4	3	one	CD		w V n	1	H-H%	5	0	0.18247	0.07389	0.17517	0.40884	0.15963
4000000229	5000000236	sp	4	3	Caesar	NNP	L*	s i	1	H-H%	5	0	0.05902	0.17267	0.14812	0.46859	0.15160
4000000229	5000000236	sp	4	3	Caesar	NNP	L*	z r=	0	H-H%	5	0	0.12388	0.23414	0.04779	0.51360	0.08059
4000000229	5000000236	sp	4	3	?	.				H-H%	5	0	0.42067	0.08328	0.15683	0.28694	0.05229
4000000229	5000000236	sp	5	1	Shame	NNP	L+H*	S EI m	1	H-L%	4	0	0.28723	0.18509	0.12958	0.23831	0.15978
4000000229	5000000236	sp	5	1	,	,				H-L%	4	0	0.15980	0.23709	0.19590	0.24082	0.16638
4000000229	5000000236	sp	5	2	how	WRB		h aU	1	H-L%	4	0	0.14838	0.23425	0.21523	0.21594	0.18620
4000000229	5000000236	sp	5	2	they	PRP		D EI	1	H-L%	4	0	0.20674	0.16047	0.23655	0.25989	0.13636
4000000229	5000000236	sp	5	2	flee	VBP		f l i	1	H-L%	4	0	0.17454	0.18910	0.22693	0.24700	0.16242
4000000229	5000000236	sp	5	2	Caesars	NNP	L+H*	s i	1	H-L%	4	0	0.18269	0.18980	0.19414	0.20408	0.22930
4000000229	5000000236	sp	5	2	Caesars	NNP	L+H*	z r= z	0	H-L%	4	0	0.20929	0.22575	0.19132	0.15804	0.21559
4000000229	5000000236	sp	5	2	soft	JJ	L+H*	s A f t	1	H-L%	4	0	0.23819	0.23813	0.17642	0.14000	0.20725
4000000229	5000000236	sp	5	2	soul	NN	L+H*	s @U l	1	H-L%	4	0	0.24616	0.20132	0.19539	0.14794	0.20919
4000000229	5000000236	sp	5	2	dwells	NNS	L+H*	d w E l z	1	H-L%	4	0	0.21754	0.23790	0.19515	0.15738	0.19203
4000000229	5000000236	sp	5	2	in	IN		I n	1	H-L%	4	0	0.19938	0.18819	0.25449	0.14479	0.21315
4000000229	5000000236	sp	5	2	em	PRP		E m	1	H-L%	4	0	0.17047	0.14056	0.33963	0.14537	0.20397
4000000229	5000000236	sp	5	2	;	:				H-L%	4	0	0.15129	0.14508	0.27194	0.20238	0.22931
4000000229	5000000236	sp	5	3	their	PRP$		D E r	1	H-L%	4	0	0.13532	0.12474	0.27872	0.26251	0.19871
4000000229	5000000236	sp	5	3	mothers	NNS	L+H*	m V	1	H-L%	4	0	0.17435	0.17445	0.20055	0.22682	0.22382
4000000229	5000000236	sp	5	3	mothers	NNS	L+H*	D r= z	0	H-L%	4	0	0.17759	0.20645	0.20003	0.18121	0.23472
4000000229	5000000236	sp	5	3	got	VBD	L+H*	g A t	1	H-L%	4	0	0.17211	0.25789	0.16264	0.19393	0.21343
4000000229	5000000236	sp	5	3	em	NN	L+H*	E m	1	H-L%	4	0	0.19611	0.24183	0.17940	0.15281	0.22986
4000000229	5000000236	sp	5	3	sleeping	NN	L+H*	s l i	1	H-L%	4	0	0.17135	0.20401	0.23473	0.12501	0.26489
4000000229	5000000236	sp	5	3	sleeping	NN	L+H*	p I N	0	H-L%	4	0	0.13375	0.16072	0.33038	0.14999	0.22515
4000000229	5000000236	sp	5	3	,	,				H-L%	4	0	0.16380	0.16430	0.32728	0.12746	0.21716
4000000229	5000000236	sp	5	4	pleasure	NN	L+H*	p l E	1	H-L%	4	0	0.17318	0.11236	0.35936	0.12366	0.23144
4000000229	5000000236	sp	5	4	pleasure	NN	L+H*	Z r=	0	H-L%	4	0	0.14504	0.08766	0.28291	0.18249	0.30190
4000000229	5000000236	sp	5	4	nurst	NN	L+H*	n r= s t	1	H-L%	4	0	0.17943	0.08772	0.24883	0.17011	0.31391
4000000229	5000000236	sp	5	4	em	PRP		E m	1	H-L%	4	0	0.13794	0.13271	0.20486	0.16347	0.36102
4000000229	5000000236	sp	5	4	,	,				H-L%	4	0	0.15012	0.11126	0.18917	0.10454	0.44492
4000000229	5000000236	sp	5	5	their	PRP$		D E r	1	H-L%	4	0	0.16630	0.12346	0.25501	0.15161	0.30362
4000000229	5000000236	sp	5	5	bodies	NNS	L+H*	b A	1	H-L%	4	0	0.15402	0.11039	0.30600	0.17447	0.25511
4000000229	5000000236	sp	5	5	bodies	NNS	L+H*	d i z	0	H-L%	4	0	0.17463	0.09321	0.35200	0.14770	0.23246
4000000229	5000000236	sp	5	5	sweat	VB	L+H*	s w E t	1	H-L%	4	0	0.26951	0.10083	0.21340	0.15255	0.26370
4000000229	5000000236	sp	5	5	with	IN		w I D	1	H-L%	4	0	0.19806	0.11657	0.19597	0.19667	0.29273
4000000229	5000000236	sp	5	5	sweet	JJ	L+H*	s w i t	1	H-L%	4	0	0.31285	0.08089	0.25747	0.13082	0.21797
4000000229	5000000236	sp	5	5	oils	NNS	L+H*	OI l z	1	H-L%	4	0	0.31786	0.07974	0.27489	0.13947	0.18804
4000000229	5000000236	sp	5	5	,	,				H-L%	4	0	0.13842	0.11711	0.30852	0.16305	0.27290
4000000229	5000000236	sp	5	6	loves	VBZ		l V v z	1	H-L%	4	0	0.14137	0.09880	0.19354	0.21422	0.35207
4000000229	5000000236	sp	5	6	allurements	NNS	L+H*	{	1	H-L%	4	0	0.15062	0.09961	0.15031	0.18684	0.41262
4000000229	5000000236	sp	5	6	allurements	NNS	L+H*	l r=	0	H-L%	4	0	0.16544	0.06382	0.17255	0.05546	0.54273
4000000229	5000000236	sp	5	6	allurements	NNS	L+H*	m @ n t s	0	H-L%	4	0	0.03707	0.06029	0.09614	0.01872	0.78777
4000000229	5000000236	sp	5	6	,	,				H-L%	4	0	0.05964	0.18992	0.08447	0.02129	0.64468
4000000229	5000000236	sp	5	7	not	RB		n A t	1	L-L%	5	0	0.18339	0.11526	0.10728	0.02748	0.56658
4000000229	5000000236	sp	5	7	lustie	JJ	L+H*	l V s	1	L-L%	5	0	0.30546	0.11617	0.12352	0.09176	0.36308
4000000229	5000000236	sp	5	7	lustie	JJ	L+H*	t i	0	L-L%	5	0	0.27486	0.06759	0.20482	0.37564	0.07709
4000000229	5000000236	sp	5	7	arms	NNS	!H*	A r m z	1	L-L%	5	0	0.25134	0.03209	0.17031	0.49566	0.05060
4000000229	5000000236	sp	5	7	.	.				L-L%	5	0	0.18445	0.04728	0.09547	0.64832	0.02448
4000000229	5000000236	sp	6	1	Dare	VBP		d E r	1	H-L%	4	0	0.22266	0.08688	0.13026	0.51772	0.04248
4000000229	5000000236	sp	6	1	they	PRP		D EI	1	H-L%	4	0	0.24415	0.13623	0.18994	0.33614	0.09353
4000000229	5000000236	sp	6	1	send	VBP		s E n d	1	H-L%	4	0	0.19487	0.14383	0.26049	0.20213	0.19868
4000000229	5000000236	sp	6	1	these	DT		D i z	1	H-L%	4	0	0.18565	0.14263	0.23504	0.16532	0.27136
4000000229	5000000236	sp	6	1	to	TO		t u	1	H-L%	4	0	0.19670	0.15440	0.18015	0.17914	0.28961
4000000229	5000000236	sp	6	1	seek	VB	H*	s i k	1	H-L%	4	0	0.17553	0.18181	0.18838	0.21356	0.24071
4000000229	5000000236	sp	6	1	us	PRP		V s	1	H-L%	4	0	0.16258	0.23854	0.19911	0.20793	0.19184
4000000229	5000000236	sp	6	1	,	,				H-L%	4	0	0.07511	0.20676	0.20387	0.21212	0.30215
4000000229	5000000236	sp	6	2	these	DT		D i z	1	H-H%	5	0	0.05135	0.19770	0.20868	0.25823	0.28405
4000000229	5000000236	sp	6	2	Romane	NNP	H*	r @U	1	H-H%	5	0	0.05076	0.13370	0.20980	0.17368	0.43205
4000000229	5000000236	sp	6	2	Romane	NNP	H*	m EI n	0	H-H%	5	0	0.03551	0.11558	0.06964	0.11668	0.66259
4000000229	5000000236	sp	6	2	girls	NNS	L*	g r= l z	1	H-H%	5	0	0.03458	0.30915	0.09101	0.20998	0.35528
4000000229	5000000236	sp	6	2	?	.				H-H%	5	0	0.04781	0.26830	0.06496	0.12786	0.49108
4000000229	5000000236	sp	7	1	Is	VBZ		I z	1	H-H%	5	0	0.02520	0.37274	0.12315	0.14860	0.33032
4000000229	5000000236	sp	7	1	Britain	NNP	H*	b r I	1	H-H%	5	0	0.03109	0.26360	0.10676	0.27239	0.32616
4000000229	5000000236	sp	7	1	Britain	NNP	H*	t @ n	0	H-H%	5	0	0.05800	0.30006	0.16402	0.29175	0.18618
4000000229	5000000236	sp	7	1	grown	VBN	L*	g r @U n	1	H-H%	5	0	0.06733	0.23520	0.32952	0.22204	0.14591
4000000229	5000000236	sp	7	1	so	RB		s @U	1	H-H%	5	0	0.12144	0.18136	0.22320	0.27772	0.19629
4000000229	5000000236	sp	7	1	wanton	.		w O n	1	H-H%	5	0	0.13199	0.18748	0.21149	0.17918	0.28986
4000000229	5000000236	sp	7	1	wanton	.		t @ n	0	H-H%	5	0	0.10859	0.15251	0.30992	0.13251	0.29647
4000000229	5000000236	sp	7	1	?	.				H-H%	5	0	0.04496	0.11153	0.22745	0.15727	0.45878
4000000229	5000000236	sp	8	1	Twice	RB		t w AI s	1	H-L%	4	0	0.06490	0.19357	0.20883	0.17520	0.35751
4000000229	5000000236	sp	8	1	we	PRP		w i	1	H-L%	4	0	0.07659	0.19417	0.31739	0.18256	0.22929
4000000229	5000000236	sp	8	1	have	VBP		h { v	1	H-L%	4	0	0.08641	0.17038	0.41046	0.15453	0.17822
4000000229	5000000236	sp	8	1	beat'em	VBN	L+H*	b i	1	H-L%	4	0	0.13691	0.21068	0.39545	0.11048	0.14649
4000000229	5000000236	sp	8	1	beat'em	VBN	L+H*	t @ m	0	H-L%	4	0	0.27081	0.17435	0.22083	0.14504	0.18896
4000000229	5000000236	sp	8	1	,	,				H-L%	4	0	0.13683	0.17331	0.22353	0.26569	0.20064
4000000229	5000000236	sp	8	2	Nennius	NNP	L+H*	n E	1	H-L%	4	0	0.12809	0.14042	0.38473	0.19966	0.14710
4000000229	5000000236	sp	8	2	Nennius	NNP	L+H*	n i	0	H-L%	4	0	0.13175	0.18500	0.31280	0.17510	0.19535
4000000229	5000000236	sp	8	2	Nennius	NNP	L+H*	I s	0	H-L%	4	0	0.08351	0.28150	0.29439	0.25596	0.08465
4000000229	5000000236	sp	8	2	,	,				H-L%	4	0	0.07634	0.32542	0.16498	0.32706	0.10620
4000000229	5000000236	sp	8	3	scatter'd	JJ	L+H*	s	0	H-L%	4	0	0.16432	0.27368	0.12127	0.21773	0.22300
4000000229	5000000236	sp	8	3	scatter'd	JJ	L+H*	k {	1	H-L%	4	0	0.37875	0.13817	0.12718	0.17696	0.17893
4000000229	5000000236	sp	8	3	scatter'd	JJ	L+H*	t r=	0	H-L%	4	0	0.28852	0.12874	0.22252	0.15666	0.20356
4000000229	5000000236	sp	8	3	scatter'd	MD		d	0	H-L%	4	0	0.15067	0.14012	0.29733	0.16052	0.25137
4000000229	5000000236	sp	8	3	em	PRP		E m	1	H-L%	4	0	0.14306	0.18785	0.22195	0.27115	0.17598
4000000229	5000000236	sp	8	3	,	,				H-L%	4	0	0.14671	0.21674	0.24066	0.20386	0.19203
4000000229	5000000236	sp	8	4	and	CC		{ n d	1	H-L%	4	0	0.13560	0.20778	0.20140	0.25599	0.19924
4000000229	5000000236	sp	8	4	through	IN		T r u	1	H-L%	4	0	0.16490	0.18605	0.19114	0.22259	0.23532
4000000229	5000000236	sp	8	4	their	PRP$		D E r	1	H-L%	4	0	0.18796	0.20126	0.18383	0.20062	0.22632
4000000229	5000000236	sp	8	4	big-bon'd	JJ	L+H*	b I g	1	H-L%	4	0	0.19446	0.22128	0.14716	0.20010	0.23699
4000000229	5000000236	sp	8	4	big-bon'd	FW		b A n	1	H-L%	4	0	0.26252	0.19449	0.13930	0.17322	0.23047
4000000229	5000000236	sp	8	4	big-bon'd	MD		d	0	H-L%	4	0	0.22600	0.19295	0.14390	0.18691	0.25024
4000000229	5000000236	sp	8	4	germans	NNPS	L+H*	dZ r=	1	H-L%	4	0	0.23616	0.17102	0.16234	0.17633	0.25415
4000000229	5000000236	sp	8	4	germans	NNPS	L+H*	m @ n z	0	H-L%	4	0	0.23866	0.16707	0.19563	0.17127	0.22736
4000000229	5000000236	sp	8	4	,	,				H-L%	4	0	0.19596	0.25301	0.18055	0.14168	0.22880
4000000229	5000000236	sp	8	5	on	IN		A n	1	H-L%	4	0	0.18953	0.27047	0.15768	0.17197	0.21036
4000000229	5000000236	sp	8	5	whose	WP$		h u z	1	H-L%	4	0	0.14275	0.18283	0.14082	0.27111	0.26250
4000000229	5000000236	sp	8	5	pikes	NNS	L+H*	p AI k s	1	H-L%	4	0	0.14996	0.13337	0.13918	0.27398	0.30350
4000000229	5000000236	sp	8	5	the	DT		D @	0	H-L%	4	0	0.20750	0.09706	0.12360	0.21010	0.36175
4000000229	5000000236	sp	8	5	honour	NN	L+H*	A	1	H-L%	4	0	0.24797	0.10909	0.11219	0.20131	0.32944
4000000229	5000000236	sp	8	5	honour	NN	L+H*	n r=	0	H-L%	4	0	0.18920	0.16587	0.16223	0.21658	0.26613
4000000229	5000000236	sp	8	5	of	IN		V v	1	H-L%	4	0	0.18635	0.17637	0.16353	0.25672	0.21702
4000000229	5000000236	sp	8	5	their	PRP$		D E r	1	H-L%	4	0	0.22121	0.12155	0.16225	0.29412	0.20087
4000000229	5000000236	sp	8	5	actions	NNS	L+H*	{ k	1	H-L%	4	0	0.17299	0.13713	0.13620	0.43874	0.11495
4000000229	5000000236	sp	8	5	actions	NNS	L+H*	S @ n z	0	H-L%	4	0	0.18257	0.17155	0.18003	0.31209	0.15375
4000000229	5000000236	sp	8	5	sit	VBP		s I t	1	H-L%	4	0	0.23512	0.18909	0.20109	0.18704	0.18766
4000000229	5000000236	sp	8	5	in	IN		I n	1	H-L%	4	0	0.19769	0.23776	0.19933	0.11593	0.24930
4000000229	5000000236	sp	8	5	triumph	NN	L+H*	t r AI	1	H-L%	4	0	0.27751	0.17154	0.26884	0.11320	0.16891
4000000229	5000000236	sp	8	5	triumph	NN	L+H*	@ m f	0	H-L%	4	0	0.25700	0.14330	0.19906	0.13974	0.26089
4000000229	5000000236	sp	8	5	,	,				H-L%	4	0	0.20630	0.14111	0.15635	0.16976	0.32647
4000000229	5000000236	sp	8	6	made	VBD	L+H*	m EI d	1	H-L%	4	0	0.18992	0.13310	0.18016	0.25808	0.23873
4000000229	5000000236	sp	8	6	themes	NNS	L+H*	T i m z	1	H-L%	4	0	0.18647	0.14328	0.16535	0.23983	0.26508
4000000229	5000000236	sp	8	6	for	IN		f O r	1	H-L%	4	0	0.15374	0.16609	0.15141	0.32541	0.20334
4000000229	5000000236	sp	8	6	songs	NNS	L+H*	s O N z	1	H-L%	4	0	0.17022	0.15366	0.12213	0.39320	0.16079
4000000229	5000000236	sp	8	6	to	TO		t u	1	H-L%	4	0	0.24544	0.12390	0.10747	0.26317	0.26002
4000000229	5000000236	sp	8	6	shame	VB	L+H*	S EI m	1	H-L%	4	0	0.19939	0.11237	0.12175	0.19145	0.37504
4000000229	5000000236	sp	8	6	em	PRP		E m	1	H-L%	4	0	0.20914	0.11028	0.15078	0.15857	0.37124
4000000229	5000000236	sp	8	6	,	,				H-L%	4	0	0.21940	0.09632	0.18097	0.13486	0.36845
4000000229	5000000236	sp	8	7	and	CC		{ n d	1	H-L%	4	0	0.23237	0.08328	0.21179	0.08338	0.38919
4000000229	5000000236	sp	8	7	a	DT		@	0	H-L%	4	0	0.07281	0.05358	0.07878	0.04716	0.74766
4000000229	5000000236	sp	8	7	woman	NN	L+H*	w U	1	H-L%	4	0	0.04435	0.02985	0.20909	0.02003	0.69667
4000000229	5000000236	sp	8	7	woman	NN	L+H*	m @ n	0	H-L%	4	0	0.07519	0.08151	0.24288	0.04091	0.55951
4000000229	5000000236	sp	8	7	,	,				H-L%	4	0	0.18190	0.09088	0.13212	0.05397	0.54112
4000000229	5000000236	sp	8	8	a	DT		@	0	H-L%	4	0	0.09433	0.13822	0.17685	0.05085	0.53975
4000000229	5000000236	sp	8	8	woman	NN	L+H*	w U	1	H-L%	4	0	0.13430	0.10736	0.19834	0.12370	0.43631
4000000229	5000000236	sp	8	8	woman	NN	L+H*	m @ n	0	H-L%	4	0	0.15397	0.14130	0.12365	0.28770	0.29338
4000000229	5000000236	sp	8	8	beat	NN	L+H*	b i t	1	H-L%	4	0	0.19549	0.16490	0.11906	0.27005	0.25050
4000000229	5000000236	sp	8	8	em	PRP		E m	1	H-L%	4	0	0.20079	0.14377	0.10744	0.38891	0.15909
4000000229	5000000236	sp	8	8	,	,				H-L%	4	0	0.48518	0.12585	0.15176	0.09837	0.13884
4000000229	5000000236	sp	8	9	Nennius	NNP	L+H*	n E	1	H-L%	4	0	0.47769	0.13666	0.11571	0.06820	0.20174
4000000229	5000000236	sp	8	9	Nennius	NNP	L+H*	n i	0	H-L%	4	0	0.48596	0.17096	0.09569	0.08713	0.16025
4000000229	5000000236	sp	8	9	Nennius	NNP	L+H*	I s	0	H-L%	4	0	0.45804	0.18694	0.13951	0.08838	0.12713
4000000229	5000000236	sp	8	9	;	:				H-L%	4	0	0.31659	0.19927	0.16373	0.05679	0.26362
4000000229	5000000236	sp	8	10	a	DT		@	0	H-L%	4	0	0.32130	0.09040	0.17099	0.03939	0.37792
4000000229	5000000236	sp	8	10	weak	JJ	L+H*	w i k	1	H-L%	4	0	0.33612	0.05654	0.04904	0.03306	0.52524
4000000229	5000000236	sp	8	10	woman	NN	L+H*	w U	1	H-L%	4	0	0.47630	0.04649	0.04142	0.04209	0.39369
4000000229	5000000236	sp	8	10	woman	NN	L+H*	m @ n	0	H-L%	4	0	0.28215	0.08718	0.08739	0.08677	0.45651
4000000229	5000000236	sp	8	10	,	,				H-L%	4	0	0.17866	0.08689	0.03395	0.07808	0.62243
4000000229	5000000236	sp	8	11	a	DT		@	0	L-L%	6	0	0.15145	0.05002	0.00838	0.07021	0.71994
4000000229	5000000236	sp	8	11	woman	NN	L+H*	w U	1	L-L%	6	0	0.14177	0.01733	0.00786	0.67531	0.15773
4000000229	5000000236	sp	8	11	woman	NN	L+H*	m @ n	0	L-L%	6	0	0.04461	0.01834	0.00696	0.84789	0.08220
4000000229	5000000236	sp	8	11	beat	VBD	L+H*	b i t	1	L-L%	6	0	0.05288	0.05187	0.01283	0.78242	0.10000
4000000229	5000000236	sp	8	11	these	DT		D i z	1	L-L%	6	0	0.19100	0.12557	0.03355	0.01440	0.63547
4000000229	5000000236	sp	8	11	Romanes	NNS	!H*	r @U	1	L-L%	6	0	0.44992	0.10686	0.02414	0.03892	0.38016
