tableName	tei_paragraph_id	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index	1h4	1h6	2h6	3h6	he8
1h4	-1	1	4	strands	NNS	L+H*	s	0	L-L%	5	0.285720813	0.316587051	0.305282802	0.309582082	0.234537852
1h4	-1	1	4	strands	NNS	L+H*	t r { n d z	1	L-L%	5	0.312402739	0.337113047	0.329109188	0.333770878	0.266172851
1h4	-1	1	4	afar	RB	null	@	0	L-L%	5	0.341525101	0.359973876	0.355395451	0.360375922	0.300820436
1h4	-1	1	4	afar	RB	null	f A r	1	L-L%	5	0.354916437	0.370220139	0.36662888	0.370361756	0.320973738
1h4	-1	1	4	remote	JJ	!H*	r I	0	L-L%	5	0.382514893	0.393816575	0.391706418	0.394578386	0.354760705
1h4	-1	1	4	remote	JJ	!H*	m @U t	1	L-L%	5	0.413707711	0.421105832	0.42042013	0.422504461	0.392391858
1h4	-1	1	4	.	.	null	null	null	L-L%	5	0.450898938	0.453195453	0.454512328	0.455171016	0.435954014
1h4	-1	2	1	No	DT	null	n @U	1	H-L%	4	0.463314638	0.464576458	0.465194192	0.462636334	0.456357319
1h4	-1	2	1	more	RBR	null	m O r	1	H-L%	4	0.523836953	0.51476838	0.520415826	0.517273517	0.522737718
1h4	-1	2	1	the	DT	null	D @	0	H-L%	4	0.570913047	0.551865748	0.56175196	0.557208686	0.577338545
1h4	-1	2	1	thirsty	JJ	L+H*	T r= s	1	H-L%	4	0.621247451	0.596602599	0.608713961	0.600854676	0.63399295
1h4	-1	2	1	thirsty	JJ	L+H*	t i	0	H-L%	4	0.659565107	0.628092693	0.642567832	0.632148771	0.679818717
1h4	-1	2	1	entrance	NN	L+H*	E n	1	H-L%	4	0.732403964	0.691460747	0.709959519	0.696632011	0.759768376
1h4	-1	2	1	entrance	NN	L+H*	t r @ n s	0	H-L%	4	0.781613227	0.732224649	0.753067105	0.737427607	0.818879068
1h4	-1	2	1	of	IN	null	V v	1	H-L%	4	0.843500099	0.78862998	0.810517577	0.79101667	0.888356596
1h4	-1	2	1	this	DT	null	D I s	1	H-L%	4	0.844141886	0.789928234	0.811416228	0.792026858	0.88867649
1h4	-1	2	1	soil	NN	L+H*	s OI l	1	H-L%	4	0.825493574	0.774188345	0.793718195	0.774329234	0.870993937
1h4	-1	2	1	Shall	MD	null	S { l	1	H-L%	4	0.83381198	0.784526268	0.803425498	0.783332351	0.878261322
1h4	-1	2	1	daub	VB	L+H*	d O b	1	H-L%	4	0.832566945	0.782650179	0.801692183	0.781707596	0.876882706
1h4	-1	2	1	her	PRP$	null	h r=	0	H-L%	4	0.831670591	0.781298713	0.8004551	0.780501678	0.876022356
1h4	-1	2	1	lips	NNS	L+H*	l I p s	1	H-L%	4	0.814886946	0.763748742	0.783219835	0.764481439	0.860344282
1h4	-1	2	1	with	IN	null	w I D	1	H-L%	4	0.834415098	0.780450433	0.801996532	0.783612154	0.879444078
1h4	-1	2	1	her	PRP$	null	h r=	0	H-L%	4	0.806894038	0.754160068	0.775182407	0.757548161	0.852477463
1h4	-1	2	1	own	JJ	L+H*	@U n	1	H-L%	4	0.807562726	0.755239796	0.775407065	0.758305081	0.853067556
1h4	-1	2	1	children's	NNS	L+H*	tS I l	1	H-L%	4	0.811114197	0.755708453	0.777108187	0.7618846	0.857181079
1h4	-1	2	1	children's	NNS	L+H*	d r @ n	0	H-L%	4	0.811566559	0.756446412	0.77698547	0.762289156	0.857428896
1h4	-1	2	1	children's	POS	null	z	0	H-L%	4	0.812593866	0.757535651	0.77732841	0.763028457	0.858472889
1h4	-1	2	1	blood	NN	L+H*	b l V d	1	H-L%	4	0.803510733	0.752267563	0.769559939	0.754331716	0.848525315
1h4	-1	2	1	;	:	null	null	null	H-L%	4	0.810747656	0.759060946	0.775809119	0.760807214	0.8559479
1h4	-1	2	2	No	DT	null	n @U	1	H-L%	4	0.797973448	0.750116495	0.764509232	0.74924876	0.842832253
1h4	-1	2	2	more	RBR	null	m O r	1	H-L%	4	0.788279258	0.743741755	0.755912349	0.739851567	0.83208181
1h4	-1	2	2	shall	MD	null	S { l	1	H-L%	4	0.777661029	0.731506412	0.743602583	0.729269053	0.822621451
1h4	-1	2	2	trenching	VB	L+H*	t r E n	1	H-L%	4	0.777238146	0.730722655	0.742227822	0.72849037	0.821902088
1h4	-1	2	2	trenching	VB	L+H*	tS I N	0	H-L%	4	0.783204572	0.731143332	0.745949995	0.734623317	0.827885355
1h4	-1	2	2	war	NN	L+H*	w O r	1	H-L%	4	0.800545958	0.745265758	0.761647519	0.751302888	0.843754456
1h4	-1	2	2	channel	VB	L+H*	tS {	1	H-L%	4	0.792387854	0.737005545	0.753460179	0.743720452	0.834917562
1h4	-1	2	2	channel	VB	L+H*	n @ l	0	H-L%	4	0.794175873	0.740130467	0.755127728	0.745282362	0.836715996
1h4	-1	2	2	her	PRP$	null	h r=	0	H-L%	4	0.781499067	0.731571317	0.744490726	0.733637564	0.823371519
1h4	-1	2	2	fields	NNS	L+H*	f i l d z	1	H-L%	4	0.753502575	0.70957347	0.718907467	0.70632636	0.795360854
1h4	-1	2	2	","	","	null	null	null	H-L%	4	0.754777986	0.710810865	0.720240019	0.707322097	0.796070779
1h4	-1	2	3	Nor	CC	null	n O r	1	H-L%	4	0.745769408	0.6996003	0.709665167	0.696876306	0.787694882
1h4	-1	2	3	bruise	VB	L+H*	b r u z	1	H-L%	4	0.763470984	0.714693086	0.726444118	0.713172588	0.804504254
1h4	-1	2	3	her	PRP$	null	h r=	0	H-L%	4	0.755778281	0.70680057	0.718898106	0.705409293	0.796488737
1h4	-1	2	3	flowers	NNS	L+H*	f l aU	1	H-L%	4	0.765510169	0.712437945	0.726538388	0.713363316	0.805948809
1h4	-1	2	3	flowers	NNS	L+H*	r= z	0	H-L%	4	0.782985536	0.727145027	0.742903978	0.729145617	0.822545788
1h4	-1	2	3	with	IN	null	w I D	1	H-L%	4	0.772791554	0.720433919	0.734224677	0.718272686	0.811321
1h4	-1	2	3	the	DT	null	D @	0	H-L%	4	0.771077325	0.718586195	0.73255502	0.715867626	0.809230444
1h4	-1	2	3	armed	JJ	L+H*	A r m d	1	H-L%	4	0.762522379	0.71511372	0.725461269	0.706267944	0.799743234
1h4	-1	2	3	hoofs	NNS	L+H*	h U f s	1	H-L%	4	0.738956358	0.692578605	0.702426212	0.683826003	0.777091602
1h4	-1	2	3	Of	IN	null	V v	1	H-L%	4	0.746784424	0.695703336	0.707879264	0.69087846	0.786912592
1h4	-1	2	3	hostile	JJ	L+H*	h A s	1	H-L%	4	0.733529683	0.685314107	0.696094287	0.678277517	0.774139699
1h4	-1	2	3	hostile	JJ	L+H*	t @ l	0	H-L%	4	0.72980814	0.681189529	0.692543131	0.67511418	0.771695188
1h4	-1	2	3	paces	NNS	L+H*	p EI	1	H-L%	4	0.745111742	0.693628464	0.707018987	0.690315972	0.787741142
1h4	-1	2	3	paces	NNS	L+H*	s I z	0	H-L%	4	0.718585971	0.667946587	0.68143191	0.66619128	0.763301376
1h4	-1	2	3	:	:	null	null	null	H-L%	4	0.728358528	0.675105613	0.690345757	0.676336097	0.773952854
1h4	-1	2	4	those	DT	null	D @U z	1	H-L%	4	0.710709016	0.65403057	0.671490278	0.659690792	0.758752653
1h4	-1	2	4	opposed	VBN	L+H*	@	0	H-L%	4	0.716509891	0.655805276	0.67514672	0.664911807	0.766098751
1h4	-1	2	4	opposed	VBN	L+H*	p @U z d	1	H-L%	4	0.691363116	0.632056385	0.649955626	0.640107605	0.742493519
1h4	-1	2	4	eyes	NNS	L+H*	AI z	1	H-L%	4	0.684486102	0.624208629	0.642193154	0.633037374	0.736412208
1h4	-1	2	4	","	","	null	null	null	H-L%	4	0.678112448	0.616825824	0.634983647	0.626350988	0.730959176
1h4	-1	2	5	Which	WDT	null	w I tS	1	H-L%	4	0.68426376	0.618951451	0.639067737	0.631912646	0.738259185
1h4	-1	2	5	","	","	null	null	null	H-L%	4	0.68984446	0.619805239	0.642412122	0.636468411	0.74535363
1h4	-1	2	6	like	IN	null	l AI k	1	H-L%	4	0.699307958	0.631283326	0.652393163	0.645589905	0.754931022
1h4	-1	2	6	the	DT	null	D @	0	H-L%	4	0.670556938	0.608970527	0.625913253	0.617781788	0.725990308
1h4	-1	2	6	meteors	NNS	L+H*	m i	1	H-L%	4	0.692637014	0.627302666	0.646166251	0.638168361	0.747790393
1h4	-1	2	6	meteors	NNS	L+H*	t i r z	0	H-L%	4	0.680435174	0.616537584	0.633786918	0.625122753	0.736252712
1h4	-1	2	6	of	IN	null	V v	1	H-L%	4	0.667118244	0.600769055	0.619638952	0.612543897	0.724206009
1h4	-1	2	6	a	DT	null	@	0	H-L%	4	0.685523049	0.617330852	0.636510391	0.629141457	0.742282987
1h4	-1	2	6	troubled	JJ	L+H*	t r V	1	H-L%	4	0.687428721	0.61926636	0.638240288	0.630718697	0.743800941
1h4	-1	2	6	troubled	JJ	L+H*	b @ l d	0	H-L%	4	0.704436726	0.634873367	0.654132059	0.646249352	0.760029906
1h4	-1	2	6	heaven	NN	L+H*	h E	1	H-L%	4	0.697695821	0.631220009	0.648956635	0.639595991	0.753240472
1h4	-1	2	6	heaven	NN	L+H*	v @ n	0	H-L%	4	0.692377217	0.629319814	0.645246624	0.634351877	0.747720868
1h4	-1	2	6	","	","	null	null	null	H-L%	4	0.680200559	0.615011061	0.632855385	0.623102052	0.736820461
1h4	-1	2	7	All	DT	null	O l	1	H-L%	4	0.707945623	0.63679769	0.6585925	0.649590932	0.765081859
1h4	-1	2	7	of	IN	null	V v	1	H-L%	4	0.70258069	0.631809431	0.653803406	0.644631909	0.759974554
1h4	-1	2	7	one	CD	null	w V n	1	H-L%	4	0.713693705	0.643839467	0.665938794	0.655465381	0.770448929
1h4	-1	2	7	nature	NN	L+H*	n EI	1	H-L%	4	0.699790825	0.631725164	0.65268357	0.640991054	0.757138207
1h4	-1	2	7	nature	NN	L+H*	tS r=	0	H-L%	4	0.713912311	0.642645435	0.666034427	0.654248982	0.770775228
1h4	-1	2	7	","	","	null	null	null	H-L%	4	0.695454283	0.622492516	0.64777294	0.637312382	0.753305739
1h4	-1	2	8	of	IN	null	V v	1	H-L%	4	0.704447542	0.629141388	0.656686424	0.646414844	0.761673965
1h4	-1	2	8	one	CD	null	w V n	1	H-L%	4	0.7239317	0.647062616	0.675230192	0.66445376	0.780552067
1h4	-1	2	8	substance	NN	L+H*	s V b	1	H-L%	4	0.704471248	0.630628214	0.656947928	0.645923962	0.761376934
1h4	-1	2	8	substance	NN	L+H*	s t @ n s	0	H-L%	4	0.691618225	0.621955078	0.646709673	0.6347005	0.748226629
1h4	-1	2	8	bred	VBD	L+H*	b r E d	1	H-L%	4	0.693603534	0.624320773	0.64893953	0.636726909	0.750224375
1h4	-1	2	8	","	","	null	null	null	H-L%	4	0.679609603	0.609520125	0.634523388	0.622955383	0.736930205
1h4	-1	2	9	Did	VBD	L+H*	d I d	1	H-L%	4	0.67389765	0.60476789	0.629619811	0.617901158	0.731295218
1h4	-1	2	9	lately	RB	null	l EI	1	H-L%	4	0.684941527	0.618826491	0.641809641	0.628532809	0.741528929
1h4	-1	2	9	lately	RB	null	t l i	0	H-L%	4	0.657012604	0.597492017	0.616687186	0.60210685	0.713562281
1h4	-1	2	9	meet	VB	L+H*	m i t	1	H-L%	4	0.654533069	0.598232856	0.615608667	0.599833052	0.710729597
1h4	-1	2	9	in	IN	null	I n	1	H-L%	4	0.656674048	0.597247563	0.61664465	0.602354524	0.713025622
1h4	-1	2	9	the	DT	null	D @	0	H-L%	4	0.668824944	0.607523377	0.628544455	0.614692502	0.724689446
1h4	-1	2	9	intestine	JJ	L+H*	I n	0	H-L%	4	0.65375336	0.595434071	0.614565177	0.600069788	0.710134536
1h4	-1	2	9	intestine	JJ	L+H*	t E s	1	H-L%	4	0.648442732	0.595221137	0.610913262	0.594604153	0.704160074
1h4	-1	2	9	intestine	JJ	L+H*	t @ n	0	H-L%	4	0.655479227	0.601894984	0.617680415	0.600980116	0.711652414
1h4	-1	2	9	shock	NN	L+H*	S A k	1	H-L%	4	0.656245392	0.60328727	0.618814939	0.602082472	0.712277759
1h4	-1	2	9	And	CC	null	{ n d	1	H-L%	4	0.664340168	0.613214409	0.628204732	0.610669426	0.71952957
1h4	-1	2	9	furious	JJ	L+H*	f j U	1	H-L%	4	0.648937462	0.60046639	0.613266072	0.59533534	0.704677592
1h4	-1	2	9	furious	JJ	L+H*	r i	0	H-L%	4	0.643504231	0.597978955	0.60911607	0.590175356	0.698795861
1h4	-1	2	9	furious	JJ	L+H*	@ s	0	H-L%	4	0.639535126	0.597405335	0.606642105	0.586448367	0.694372053
1h4	-1	2	9	close	NN	L+H*	k l @U s	1	H-L%	4	0.644083717	0.601081232	0.61074779	0.590151322	0.699043448
1h4	-1	2	9	of	IN	null	V v	1	H-L%	4	0.65027269	0.603821213	0.615405223	0.596079929	0.705840247
1h4	-1	2	9	civil	JJ	L+H*	s I	1	H-L%	4	0.675811467	0.623049634	0.638288914	0.620509508	0.731648579
1h4	-1	2	9	civil	JJ	L+H*	v @ l	0	H-L%	4	0.658767127	0.604277859	0.620974103	0.605080068	0.71565276
1h4	-1	2	9	butchery	NN	L+H*	b U	1	H-L%	4	0.660819259	0.606532428	0.622649849	0.60672796	0.717503534
1h4	-1	2	9	butchery	NN	L+H*	tS r=	0	H-L%	4	0.660664972	0.606481059	0.622307018	0.606356124	0.717113329
1h4	-1	2	9	butchery	NN	L+H*	i	0	H-L%	4	0.660819389	0.606722144	0.622311344	0.606180552	0.717050382
1h4	-1	2	9	Shall	MD	null	S { l	1	H-L%	4	0.660980439	0.606940988	0.622283042	0.605989575	0.717098082
1h4	-1	2	9	now	RB	null	n aU	1	H-L%	4	0.661286098	0.607166483	0.622267445	0.606043639	0.717469357
1h4	-1	2	9	","	","	null	null	null	H-L%	4	0.660727441	0.606851807	0.621561424	0.605652598	0.716738813
1h4	-1	2	10	in	IN	null	I n	1	H-L%	4	0.653390089	0.59810777	0.612916534	0.597726675	0.709940441
1h4	-1	2	10	mutual	JJ	L+H*	m j u	1	H-L%	4	0.663021025	0.603826869	0.62053273	0.606295952	0.719784407
1h4	-1	2	10	mutual	JJ	L+H*	tS @	0	H-L%	4	0.657292128	0.598330363	0.614741755	0.600889362	0.713770358
1h4	-1	2	10	mutual	JJ	L+H*	w @ l	0	H-L%	4	0.657214154	0.593835482	0.613478242	0.601682115	0.713979375
1h4	-1	2	10	well-beseeming	NN	L+H*	w E l	1	H-L%	4	0.668979287	0.603931938	0.625144864	0.613886386	0.724405149
1h4	-1	2	10	well-beseeming	IN	null	b E	1	H-L%	4	0.670351764	0.605117179	0.626126223	0.614824738	0.725538863
1h4	-1	2	10	well-beseeming	IN	null	s i	0	H-L%	4	0.667535803	0.603002335	0.623604105	0.61238776	0.722423705
1h4	-1	2	10	well-beseeming	IN	null	m I N	0	H-L%	4	0.683803553	0.621147215	0.640089686	0.62717354	0.737603326
1h4	-1	2	10	ranks	NNS	L+H*	r { N k s	1	H-L%	4	0.680595981	0.617954866	0.637095458	0.624477586	0.734171036
1h4	-1	2	10	","	","	null	null	null	H-L%	4	0.679586196	0.616631002	0.636415867	0.623716198	0.732881125
1h4	-1	2	11	March	NNP	L+H*	m A r tS	1	H-L%	4	0.706044921	0.636032511	0.660023339	0.648536837	0.75922111
1h4	-1	2	11	all	DT	null	O l	1	H-L%	4	0.720841034	0.647685105	0.673919108	0.662697705	0.77330833
1h4	-1	2	11	one	CD	null	w V n	1	H-L%	4	0.696732683	0.626744701	0.651153318	0.639554852	0.749602368
1h4	-1	2	11	way	NN	L+H*	w EI	1	H-L%	4	0.683974223	0.617821836	0.640363188	0.627696989	0.736369054
1h4	-1	2	11	and	CC	null	{ n d	1	H-L%	4	0.683819058	0.617790315	0.640403651	0.627587279	0.736062107
1h4	-1	2	11	be	VB	L+H*	b i	1	H-L%	4	0.70096237	0.632472465	0.656820939	0.644300391	0.752815839
1h4	-1	2	11	no	DT	null	n @U	1	H-L%	4	0.689125146	0.622563586	0.645551136	0.631960046	0.741643104
1h4	-1	2	11	more	JJR	L+H*	m O r	1	H-L%	4	0.705915143	0.641203326	0.662665883	0.647210765	0.757482535
1h4	-1	2	11	opposed	VBN	L+H*	@	0	H-L%	4	0.694577843	0.631214396	0.651144265	0.634707048	0.747600632
1h4	-1	2	11	opposed	VBN	L+H*	p @U z d	1	H-L%	4	0.67254703	0.611011315	0.630458111	0.614857115	0.726242748
1h4	-1	2	11	Against	IN	null	@	0	H-L%	4	0.663719995	0.605835437	0.623226736	0.606921323	0.716913384
1h4	-1	2	11	Against	IN	null	g E n s t	1	H-L%	4	0.640661275	0.585565885	0.601181782	0.585085547	0.694143396
1h4	-1	2	11	acquaintance	NN	L+H*	@	0	H-L%	4	0.640273812	0.585398241	0.600755333	0.585022817	0.6936866
1h4	-1	2	11	acquaintance	NN	L+H*	k w EI n	1	H-L%	4	0.640184983	0.585393919	0.600102336	0.584557211	0.69384974
1h4	-1	2	11	acquaintance	NN	L+H*	t @ n s	0	H-L%	4	0.613675016	0.565155442	0.575935901	0.559396827	0.667026952
1h4	-1	2	11	","	","	null	null	null	H-L%	4	0.602398616	0.551966601	0.563782335	0.54871052	0.656599874
1h4	-1	2	12	kindred	VBD	L+H*	k I n	1	H-L%	4	0.612820396	0.558434759	0.572351679	0.558101586	0.667597117
1h4	-1	2	12	kindred	VBD	L+H*	d r I d	0	H-L%	4	0.619494796	0.564638742	0.578628016	0.564040482	0.674456211
1h4	-1	2	12	and	CC	null	{ n d	1	H-L%	4	0.635263239	0.578085996	0.593694665	0.579464004	0.689803019
1h4	-1	2	12	allies	NNS	L+H*	{	1	H-L%	4	0.629628962	0.575504868	0.589470425	0.574115926	0.683842634
1h4	-1	2	12	allies	NNS	L+H*	l AI z	0	H-L%	4	0.62959132	0.571258783	0.5885011	0.575174526	0.684078828
1h4	-1	2	12	:	:	null	null	null	H-L%	4	0.635120833	0.573781086	0.59269631	0.580643445	0.68948023
1h4	-1	2	13	The	DT	null	D @	0	H-L%	4	0.656489554	0.588990655	0.611624009	0.601103018	0.710747817
1h4	-1	2	13	edge	NN	L+H*	E dZ	1	H-L%	4	0.668249269	0.603177011	0.623970713	0.611988071	0.721486139
1h4	-1	2	13	of	IN	null	V v	1	H-L%	4	0.670521052	0.605699399	0.626312217	0.613994741	0.723734177
1h4	-1	2	13	war	NN	L+H*	w O r	1	H-L%	4	0.695041563	0.626983012	0.64959669	0.637017441	0.74790802
1h4	-1	2	13	","	","	null	null	null	H-L%	4	0.674592006	0.60777497	0.630000815	0.617826057	0.72791642
1h4	-1	2	14	like	IN	null	l AI k	1	H-L%	4	0.642489794	0.580196774	0.601767031	0.592420251	0.686945191
1h4	-1	2	14	an	DT	null	{ n	1	H-L%	4	0.627076291	0.567157232	0.58976105	0.58345037	0.662434576
1h4	-1	2	14	ill-sheathed	JJ	L+H*	I l	1	H-L%	4	0.609579515	0.556604045	0.577006803	0.572351776	0.635503693
1h4	-1	2	14	ill-sheathed	JJ	L+H*	S i D d	1	H-L%	4	0.579658315	0.536208812	0.553707043	0.550363261	0.595880355
1h4	-1	2	14	knife	NN	L+H*	n AI f	1	H-L%	4	0.548474781	0.509757011	0.526156176	0.526161579	0.556760898
1h4	-1	2	14	","	","	null	null	null	H-L%	4	0.499361277	0.469913243	0.482792284	0.484053885	0.499603667
1h4	-1	2	15	No	RB	null	n @U	1	L-L%	5	0.443707017	0.421980973	0.431543984	0.434395999	0.437299871
1h4	-1	2	15	more	RBR	null	m O r	1	L-L%	5	0.415112077	0.399233856	0.406469391	0.410464078	0.401168797
1h4	-1	2	15	shall	MD	null	S { l	1	L-L%	5	0.416867684	0.400084255	0.408253985	0.412516011	0.403148323
1h4	-1	2	15	cut	VB	L+H*	k V t	1	L-L%	5	0.407987315	0.39278436	0.400156335	0.404083343	0.394933187
1h4	-1	2	15	his	PRP$	null	h I z	1	L-L%	5	0.407136618	0.389828205	0.399072072	0.404062554	0.394610244
1h4	-1	2	15	master	NN	!H*	m { s	1	L-L%	5	0.415505575	0.398784285	0.407612586	0.412772543	0.401897442
1h4	-1	2	15	master	NN	!H*	t r=	0	L-L%	5	0.414528407	0.397131912	0.406758616	0.413184105	0.401202745
1h4	-1	2	15	.	.	null	null	null	L-L%	5	0.444765372	0.428375117	0.437496213	0.443684035	0.428985194
1h4	-1	3	1	Therefore	RB	null	D E r	1	H-L%	4	0.478375518	0.456075604	0.467429575	0.472230251	0.468627501
1h4	-1	3	1	Therefore	RB	null	f O r	0	H-L%	4	0.517898418	0.489324877	0.502839565	0.505993357	0.514118664
1h4	-1	3	1	","	","	null	null	null	H-L%	4	0.556512766	0.521384969	0.53725	0.538627345	0.559481632
1h4	-1	3	2	friends	NNS	L+H*	f r E n d z	1	H-L%	4	0.592176444	0.548252893	0.566653064	0.566536182	0.60320336
1h4	-1	3	2	","	","	null	null	null	H-L%	4	0.633019627	0.584417883	0.603557551	0.599976113	0.650732087
1h4	-1	3	3	As	RB	null	{ z	1	H-L%	4	0.675426226	0.622178581	0.641366287	0.634605489	0.70183457
1h4	-1	3	3	far	RB	null	f A r	1	H-L%	4	0.763411223	0.697019553	0.721623468	0.713720835	0.797223155
1h4	-1	3	3	as	IN	null	{ z	1	H-L%	4	0.831007433	0.759299511	0.785077267	0.773873878	0.871706145
1h4	-1	3	3	to	TO	null	t u	1	H-L%	4	0.804638078	0.734269631	0.75949668	0.748649981	0.845572127
1h4	-1	3	3	the	DT	null	D @	0	H-L%	4	0.817870084	0.744026182	0.771404774	0.761286375	0.858983023
1h4	-1	3	3	sepulchre	NN	L+H*	s E p	1	H-L%	4	0.830361031	0.757847044	0.783634086	0.772125573	0.871410226
1h4	-1	3	3	sepulchre	NN	L+H*	j @ l k r	0	H-L%	4	0.813461321	0.742499467	0.767323974	0.75462219	0.856370787
1h4	-1	3	3	of	IN	null	V v	1	H-L%	4	0.831567416	0.75860949	0.784221916	0.771234278	0.874433975
1h4	-1	3	3	Christ	NNP	L+H*	k r AI s t	1	H-L%	4	0.804951826	0.733714928	0.759103733	0.747200512	0.850119067
1h4	-1	3	3	","	","	null	null	null	H-L%	4	0.801089315	0.729791718	0.755171699	0.7438189	0.847693907
1h4	-1	3	4	Whose	DT	null	h u z	1	H-L%	4	0.777084887	0.707863331	0.731590312	0.720505077	0.825556457
1h4	-1	3	4	soldier	NN	L+H*	s @U l	1	H-L%	4	0.771192008	0.70132942	0.725167281	0.714775465	0.820837861
1h4	-1	3	4	soldier	NN	L+H*	dZ r=	0	H-L%	4	0.772202316	0.703273909	0.726989085	0.716498762	0.822183949
1h4	-1	3	4	now	RB	null	n aU	1	H-L%	4	0.767632541	0.697880311	0.721959446	0.711819294	0.818850299
1h4	-1	3	4	","	","	null	null	null	H-L%	4	0.786768802	0.709534048	0.738107522	0.730169015	0.83918571
1h4	-1	3	5	under	IN	null	V n	1	H-L%	4	0.779442565	0.701839215	0.730518083	0.723384563	0.833350643
