tableName	tei_paragraph_id	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index	1h4	1h6	2h6	3h6	he8
2h6	-1	1	2	excellence	NN	L+H*	s @	0	H-L%	4	0.763218697	0.724237211	0.728859697	0.713224436	0.806535564
2h6	-1	1	2	excellence	NN	L+H*	l @ n s	0	H-L%	4	0.73833837	0.702219135	0.705696924	0.689685217	0.781113295
2h6	-1	1	2	","	","	null	null	null	H-L%	4	0.74906792	0.711009838	0.716707349	0.700799713	0.789915109
2h6	-1	1	3	To	TO	null	t u	1	H-L%	4	0.741885993	0.704170466	0.710458932	0.694317075	0.781534685
2h6	-1	1	3	marry	VB	L+H*	m E	1	H-L%	4	0.734985665	0.697678392	0.704460041	0.688061035	0.773452098
2h6	-1	1	3	marry	VB	L+H*	r i	0	H-L%	4	0.735851923	0.698248284	0.705179387	0.688321844	0.773654652
2h6	-1	1	3	Princess	NNP	L+H*	p r I n	1	H-L%	4	0.733455576	0.695760425	0.70282883	0.685700608	0.770821163
2h6	-1	1	3	Princess	NNP	L+H*	s E s	0	H-L%	4	0.731559132	0.693258352	0.700836464	0.683087218	0.768425981
2h6	-1	1	3	Margaret	NNP	L+H*	m A r	1	H-L%	4	0.729666724	0.686485707	0.697837091	0.681699562	0.766275086
2h6	-1	1	3	Margaret	NNP	L+H*	g r=	0	H-L%	4	0.747653503	0.697748233	0.713358928	0.699039324	0.784575255
2h6	-1	1	3	Margaret	NNP	L+H*	I t	0	H-L%	4	0.742334095	0.692162609	0.708091525	0.693974485	0.779952864
2h6	-1	1	3	for	IN	null	f O r	1	H-L%	4	0.740561975	0.689679453	0.705671129	0.692244964	0.779267238
2h6	-1	1	3	your	PRP$	null	j O r	1	H-L%	4	0.728103644	0.674663033	0.691137359	0.678874749	0.769235045
2h6	-1	1	3	grace	NN	L+H*	g r EI s	1	H-L%	4	0.742457969	0.685927445	0.704036228	0.69249052	0.784576962
2h6	-1	1	3	","	","	null	null	null	H-L%	4	0.721006735	0.665863496	0.682452405	0.670568896	0.765940981
2h6	-1	1	4	So	RB	null	s @U	1	H-L%	4	0.735266609	0.676492413	0.695061867	0.683535815	0.781842553
2h6	-1	1	4	","	","	null	null	null	H-L%	4	0.714119857	0.656831897	0.67387221	0.661890615	0.763436419
2h6	-1	1	5	in	IN	null	I n	1	H-L%	4	0.733291332	0.671523516	0.69084408	0.678970142	0.784175057
2h6	-1	1	5	the	DT	null	D @	0	H-L%	4	0.735232311	0.671399785	0.691419677	0.679190594	0.788385878
2h6	-1	1	5	famous	JJ	L+H*	f EI	1	H-L%	4	0.707396587	0.644278976	0.66436657	0.653353467	0.76254682
2h6	-1	1	5	famous	JJ	L+H*	m @ s	0	H-L%	4	0.691334889	0.630820346	0.64915908	0.637619694	0.746399982
2h6	-1	1	5	ancient	JJ	L+H*	EI n	1	H-L%	4	0.669341382	0.60646748	0.626504319	0.617301826	0.726330532
2h6	-1	1	5	ancient	JJ	L+H*	tS @ n t	0	H-L%	4	0.68479985	0.619859658	0.640429355	0.631339219	0.742391427
2h6	-1	1	5	city	NN	L+H*	s I	1	H-L%	4	0.663921974	0.601337845	0.620166414	0.610603794	0.721896559
2h6	-1	1	5	city	NN	L+H*	t i	0	H-L%	4	0.664078185	0.602178881	0.619641624	0.609328407	0.722026116
2h6	-1	1	5	","	","	null	null	null	H-L%	4	0.643502606	0.583859939	0.599734275	0.589172823	0.70175089
2h6	-1	1	6	Tours	NNPS	L+H*	t U r z	1	H-L%	4	0.653811215	0.5951886	0.610680496	0.59921022	0.71113737
2h6	-1	1	6	","	","	null	null	null	H-L%	4	0.639948351	0.582894982	0.597031852	0.584765293	0.697532571
2h6	-1	1	7	In	DT	null	I n	1	H-L%	4	0.664911303	0.601542559	0.619313844	0.60829825	0.722376409
2h6	-1	1	7	In	DT	null	d i	0	H-L%	4	0.65522212	0.589915004	0.608220673	0.597682367	0.71315374
2h6	-1	1	7	In	DT	null	{	0	H-L%	4	0.670021708	0.602141726	0.622443151	0.612157992	0.72661596
2h6	-1	1	7	In	DT	null	n @	0	H-L%	4	0.673898136	0.602685371	0.624809668	0.61555163	0.730379881
2h6	-1	1	7	presence	NN	L+H*	p r E	1	H-L%	4	0.684380106	0.611320823	0.635258639	0.6264401	0.739445643
2h6	-1	1	7	presence	NN	L+H*	z @ n s	0	H-L%	4	0.702977232	0.628507121	0.652781839	0.643716274	0.75706686
2h6	-1	1	7	of	IN	null	V v	1	H-L%	4	0.704799175	0.630810157	0.655110928	0.645715995	0.758157248
2h6	-1	1	7	the	DT	null	D @	0	H-L%	4	0.698199929	0.629683148	0.650654249	0.639312103	0.750141904
2h6	-1	1	7	Kings	NNP	L+H*	k I N z	1	H-L%	4	0.676396707	0.60970749	0.630210767	0.619548362	0.728995894
2h6	-1	1	7	of	IN	null	V v	1	H-L%	4	0.675554752	0.609084599	0.629693285	0.618854171	0.72852667
2h6	-1	1	7	France	NNP	L+H*	f r { n s	1	H-L%	4	0.682226779	0.618114799	0.638389818	0.626937091	0.733963419
2h6	-1	1	7	and	CC	null	{ n d	1	H-L%	4	0.699380272	0.633349131	0.65513405	0.644025456	0.750902789
2h6	-1	1	7	Sicil	NNP	L+H*	s I	1	H-L%	4	0.693269629	0.628341511	0.650212241	0.639276252	0.744264815
2h6	-1	1	7	Sicil	NNP	L+H*	s I l	0	H-L%	4	0.687592012	0.623732474	0.645770814	0.634943745	0.738243995
2h6	-1	1	7	","	","	null	null	null	H-L%	4	0.658734492	0.601773287	0.620252994	0.608116188	0.709077176
2h6	-1	1	8	The	DT	null	D @	0	H-L%	4	0.653643217	0.596184443	0.615887677	0.604688455	0.704332899
2h6	-1	1	8	Dukes	NNP	L+H*	d u k s	1	H-L%	4	0.652765787	0.595785309	0.615560297	0.604159947	0.703651551
2h6	-1	1	8	of	IN	null	V v	1	H-L%	4	0.624222351	0.574019079	0.59035646	0.577787802	0.67438191
2h6	-1	1	8	Orleans	NNP	L+H*	O	1	H-L%	4	0.607187968	0.559587061	0.574385635	0.561273932	0.657732744
2h6	-1	1	8	Orleans	NNP	L+H*	r l i	0	H-L%	4	0.586903888	0.540819057	0.555187488	0.542534468	0.638048551
2h6	-1	1	8	Orleans	NNP	L+H*	@ n z	0	H-L%	4	0.58567546	0.539880028	0.554112769	0.541279736	0.636715716
2h6	-1	1	8	","	","	null	null	null	H-L%	4	0.584587084	0.538975887	0.553216118	0.540146627	0.635734824
2h6	-1	1	9	Calaber	NNP	L+H*	k {	1	H-L%	4	0.602006016	0.555721448	0.569957841	0.556909335	0.652475227
2h6	-1	1	9	Calaber	NNP	L+H*	l @	0	H-L%	4	0.59174579	0.549807484	0.561901308	0.548217596	0.640773351
2h6	-1	1	9	Calaber	NNP	L+H*	b r=	0	H-L%	4	0.591453656	0.54966901	0.561543807	0.547917729	0.640286731
2h6	-1	1	9	","	","	null	null	null	H-L%	4	0.564907784	0.529156803	0.537564093	0.523158255	0.612749336
2h6	-1	1	10	Bretagne	NNP	L+H*	b r E	1	H-L%	4	0.553441155	0.515098351	0.524803374	0.511925611	0.602718294
2h6	-1	1	10	Bretagne	NNP	L+H*	t { n	0	H-L%	4	0.575089568	0.530896981	0.543730273	0.532043548	0.624917291
2h6	-1	1	10	and	CC	null	{ n d	1	H-L%	4	0.581109477	0.533093529	0.547643875	0.536781833	0.631662575
2h6	-1	1	10	Alencon	NNP	L+H*	@	0	H-L%	4	0.590661841	0.545036883	0.557678795	0.545721686	0.64020261
2h6	-1	1	10	Alencon	NNP	L+H*	l E n	1	H-L%	4	0.579312286	0.531066192	0.545047265	0.534338956	0.630147286
2h6	-1	1	10	Alencon	NNP	L+H*	k @ n	0	H-L%	4	0.602080217	0.547683002	0.564898863	0.555367623	0.653416859
2h6	-1	1	10	","	","	null	null	null	H-L%	4	0.617865249	0.560582628	0.579199595	0.569797393	0.669431935
2h6	-1	1	11	Seven	CD	null	s E	1	H-L%	4	0.611581376	0.559108088	0.574061636	0.563024643	0.662544973
2h6	-1	1	11	Seven	CD	null	v @ n	0	H-L%	4	0.619343666	0.563046741	0.579890184	0.569796648	0.671284397
2h6	-1	1	11	earls	NNS	L+H*	r= l z	1	H-L%	4	0.643315646	0.580383186	0.600924204	0.591972303	0.695948352
2h6	-1	1	11	","	","	null	null	null	H-L%	4	0.624926626	0.564478724	0.583197923	0.573863918	0.67777611
2h6	-1	1	12	twelve	CD	null	t w E l v	1	H-L%	4	0.647055422	0.58279631	0.60357771	0.593903892	0.70037448
2h6	-1	1	12	barons	NNS	L+H*	b {	1	H-L%	4	0.635683413	0.572792277	0.59205831	0.581283763	0.690217851
2h6	-1	1	12	barons	NNS	L+H*	r @ n z	0	H-L%	4	0.641140332	0.577149763	0.596612057	0.585031446	0.69660889
2h6	-1	1	12	and	CC	null	{ n d	1	H-L%	4	0.651398428	0.589941568	0.607483077	0.594599114	0.705988792
2h6	-1	1	12	twenty	CD	null	t w E n	1	H-L%	4	0.626864467	0.57153247	0.585279377	0.571126519	0.681540932
2h6	-1	1	12	twenty	CD	null	t i	0	H-L%	4	0.624617511	0.568323642	0.583370575	0.570073492	0.679698654
2h6	-1	1	12	reverend	NN	L+H*	r E	1	H-L%	4	0.634865613	0.574632057	0.591937901	0.579544889	0.690777103
2h6	-1	1	12	reverend	NN	L+H*	v r=	0	H-L%	4	0.653534811	0.592202851	0.609669853	0.59706131	0.7091715
2h6	-1	1	12	reverend	NN	L+H*	@ n d	0	H-L%	4	0.627841821	0.572478723	0.586549216	0.572429186	0.68332947
2h6	-1	1	12	bishops	NNS	L+H*	b I	1	H-L%	4	0.627035641	0.571750932	0.586035006	0.571584642	0.682365589
2h6	-1	1	12	bishops	NNS	L+H*	S @ p s	0	H-L%	4	0.652292895	0.591412867	0.60937323	0.596353203	0.708136119
2h6	-1	1	12	","	","	null	null	null	H-L%	4	0.649121471	0.591295258	0.607426145	0.593058966	0.704623199
2h6	-1	1	13	I	PRP	null	AI	1	H-L%	4	0.649603852	0.591864175	0.608152289	0.593932909	0.704981873
2h6	-1	1	13	have	VBP	null	h { v	1	H-L%	4	0.65767679	0.600850441	0.617101365	0.602171527	0.712133702
2h6	-1	1	13	performed	VBN	L+H*	p r=	0	H-L%	4	0.634384389	0.580230561	0.595025508	0.57984025	0.688948596
2h6	-1	1	13	performed	VBN	L+H*	f O r m d	1	H-L%	4	0.64458846	0.588177962	0.604931094	0.590036534	0.698611854
2h6	-1	1	13	my	PRP$	null	m AI	1	H-L%	4	0.642906923	0.582017659	0.601958805	0.588979785	0.697015302
2h6	-1	1	13	task	NN	L+H*	t { s k	1	H-L%	4	0.652092036	0.587618959	0.609726822	0.597825791	0.706135514
2h6	-1	1	13	and	CC	null	{ n d	1	H-L%	4	0.679534542	0.608328402	0.634412813	0.623799392	0.733467689
2h6	-1	1	13	was	VBD	L+H*	w A z	1	H-L%	4	0.68284671	0.612306265	0.637147718	0.625915429	0.736402983
2h6	-1	1	13	espoused	VBN	L+H*	I s	0	H-L%	4	0.682146152	0.611865167	0.636226182	0.625442588	0.73518649
2h6	-1	1	13	espoused	VBN	L+H*	p aU z d	1	H-L%	4	0.667419663	0.599806004	0.622203878	0.611061764	0.720321373
2h6	-1	1	13	:	:	null	null	null	H-L%	4	0.697652332	0.623654117	0.64963419	0.639805218	0.750338512
2h6	-1	1	14	And	CC	null	{ n d	1	H-L%	4	0.708040822	0.630532382	0.658347465	0.650022616	0.761603059
2h6	-1	1	14	humbly	RB	null	h V m	1	H-L%	4	0.700329549	0.626606142	0.65202641	0.642403355	0.75272654
2h6	-1	1	14	humbly	RB	null	b l i	0	H-L%	4	0.679100899	0.608657927	0.631969095	0.6220504	0.731854605
2h6	-1	1	14	now	RB	null	n aU	1	H-L%	4	0.675993757	0.608513585	0.629864992	0.618615011	0.728378394
2h6	-1	1	14	upon	IN	null	@	0	H-L%	4	0.666030858	0.596328721	0.619263037	0.609354064	0.719271262
2h6	-1	1	14	upon	IN	null	p A n	1	H-L%	4	0.696443538	0.620254047	0.646895849	0.638234374	0.749555819
2h6	-1	1	14	my	PRP$	null	m AI	1	H-L%	4	0.703686122	0.626645797	0.653464302	0.644448931	0.756911948
2h6	-1	1	14	bended	JJ	L+H*	b E n	1	H-L%	4	0.728251019	0.649655607	0.677015895	0.667696492	0.780891542
2h6	-1	1	14	bended	JJ	L+H*	d I d	0	H-L%	4	0.718922323	0.644666459	0.669869665	0.659495634	0.770710555
2h6	-1	1	14	knee	NN	L+H*	n i	1	H-L%	4	0.691029903	0.624272158	0.645544138	0.633699322	0.742365075
2h6	-1	1	14	","	","	null	null	null	H-L%	4	0.706924555	0.638153816	0.661132723	0.649778797	0.757694717
2h6	-1	1	15	In	IN	null	I n	1	H-L%	4	0.687534157	0.622412634	0.64337683	0.631922706	0.739337778
2h6	-1	1	15	sight	NN	L+H*	s AI t	1	H-L%	4	0.694556267	0.63094073	0.651432509	0.639445562	0.745599107
2h6	-1	1	15	of	IN	null	V v	1	H-L%	4	0.666873728	0.609755322	0.626384037	0.613107779	0.718079051
2h6	-1	1	15	England	NNP	L+H*	I N	1	H-L%	4	0.658093956	0.604388139	0.618784855	0.604475696	0.708357372
2h6	-1	1	15	England	NNP	L+H*	g l @ n d	0	H-L%	4	0.645675771	0.58950011	0.60560405	0.592928791	0.696752237
2h6	-1	1	15	and	CC	null	{ n d	1	H-L%	4	0.644391151	0.588039424	0.60477742	0.591992787	0.695485092
2h6	-1	1	15	her	PRP$	null	h r=	0	H-L%	4	0.638925862	0.583108762	0.600146417	0.587625231	0.690171456
2h6	-1	1	15	lordly	JJ	L+H*	l O r	1	H-L%	4	0.632787963	0.581801082	0.595917778	0.581652889	0.683536166
2h6	-1	1	15	lordly	JJ	L+H*	d l i	0	H-L%	4	0.628688521	0.578000035	0.592141509	0.578275915	0.679604234
2h6	-1	1	15	peers	NNS	L+H*	p I r z	1	H-L%	4	0.63161117	0.578205766	0.594170866	0.581887028	0.683551395
2h6	-1	1	15	","	","	null	null	null	H-L%	4	0.626132973	0.575764701	0.59003766	0.576739548	0.677758848
2h6	-1	1	16	Deliver	VB	L+H*	d I	0	H-L%	4	0.615003033	0.565878678	0.578822954	0.564492534	0.667999904
2h6	-1	1	16	Deliver	VB	L+H*	l I	1	H-L%	4	0.642181893	0.586846429	0.603290757	0.589866938	0.695996127
2h6	-1	1	16	Deliver	VB	L+H*	v r=	0	H-L%	4	0.62639688	0.573146586	0.588079777	0.574194596	0.68078206
2h6	-1	1	16	up	RP	null	V p	1	H-L%	4	0.640076017	0.587138969	0.602056147	0.586947954	0.693380401
2h6	-1	1	16	my	PRP$	null	m AI	1	H-L%	4	0.646098822	0.589717831	0.606703982	0.592807588	0.700124745
2h6	-1	1	16	title	NN	L+H*	t AI	1	H-L%	4	0.670454473	0.608255849	0.629024528	0.616794717	0.725025219
2h6	-1	1	16	title	NN	L+H*	t @ l	0	H-L%	4	0.677974974	0.612449738	0.635277889	0.623935142	0.73321663
2h6	-1	1	16	in	IN	null	I n	1	H-L%	4	0.690098204	0.627362022	0.648357662	0.63543938	0.744617198
2h6	-1	1	16	the	DT	null	D @	0	H-L%	4	0.691488074	0.628955506	0.649555626	0.636253208	0.746240581
2h6	-1	1	16	queen	NN	L+H*	k w i n	1	H-L%	4	0.691407745	0.62890242	0.648977758	0.635679018	0.746291503
2h6	-1	1	16	To	TO	null	t u	1	H-L%	4	0.697551268	0.630020702	0.653350219	0.641829241	0.753315597
2h6	-1	1	16	your	PRP$	null	j O r	1	H-L%	4	0.69758706	0.630206309	0.653349055	0.642101504	0.753360688
2h6	-1	1	16	most	RBS	null	m @U s t	1	H-L%	4	0.697369333	0.629750871	0.652687951	0.641401452	0.752713632
2h6	-1	1	16	gracious	JJ	L+H*	g r EI	1	H-L%	4	0.684601569	0.615879359	0.639208614	0.628720064	0.740575559
2h6	-1	1	16	gracious	JJ	L+H*	S @ s	0	H-L%	4	0.702891	0.631158514	0.656586701	0.646353889	0.75846642
2h6	-1	1	16	hands	NNS	L+H*	h { n d z	1	H-L%	4	0.67980538	0.613823701	0.635662601	0.623792558	0.73566072
2h6	-1	1	16	","	","	null	null	null	H-L%	4	0.698066883	0.629980094	0.65321983	0.641829165	0.753176796
2h6	-1	1	17	that	WDT	null	D { t	1	H-L%	4	0.703456214	0.631657887	0.656895322	0.646798439	0.758970186
2h6	-1	1	17	are	VBP	null	A r	1	H-L%	4	0.696354709	0.628500321	0.651368651	0.640133663	0.750941628
2h6	-1	1	17	the	DT	null	D @	0	H-L%	4	0.693180016	0.627862919	0.649009568	0.636239292	0.746815714
2h6	-1	1	17	substance	NN	L+H*	s V b	1	H-L%	4	0.674248723	0.614416682	0.631954535	0.6174509	0.727821712
2h6	-1	1	17	substance	NN	L+H*	s t @ n s	0	H-L%	4	0.683267444	0.618817869	0.638695094	0.62525499	0.737194478
2h6	-1	1	17	Of	IN	null	V v	1	H-L%	4	0.698687579	0.630862162	0.652878798	0.63975923	0.751824859
2h6	-1	1	17	that	DT	null	D { t	1	H-L%	4	0.699196264	0.631476898	0.653858939	0.640531251	0.752200257
2h6	-1	1	17	great	JJ	L+H*	g r EI t	1	H-L%	4	0.692942337	0.630225416	0.649476317	0.634358902	0.745193865
2h6	-1	1	17	shadow	NN	L+H*	S {	1	H-L%	4	0.668114971	0.611536955	0.627418202	0.610931647	0.720090913
2h6	-1	1	17	shadow	NN	L+H*	d @U	0	H-L%	4	0.646187632	0.590964398	0.606262518	0.590376661	0.698223164
2h6	-1	1	17	I	PRP	null	AI	1	H-L%	4	0.645645134	0.590407555	0.605737474	0.58988324	0.697590627
2h6	-1	1	17	did	VBD	L+H*	d I d	1	H-L%	4	0.638317029	0.583330381	0.598753152	0.5832475	0.689948725
2h6	-1	1	17	represent	VB	L+H*	r E p	1	H-L%	4	0.631386642	0.576627894	0.592229035	0.576985886	0.682882935
2h6	-1	1	17	represent	VB	L+H*	r @	0	H-L%	4	0.602001551	0.552902157	0.565255	0.549070673	0.653268353
2h6	-1	1	17	represent	VB	L+H*	z E n t	0	H-L%	4	0.597590658	0.55171628	0.562228652	0.545026789	0.648497896
2h6	-1	1	17	;	:	null	null	null	H-L%	4	0.607129926	0.557789075	0.570060218	0.553875124	0.658209813
2h6	-1	1	18	The	DT	null	D @	0	H-L%	4	0.611135908	0.558463653	0.572487939	0.557764894	0.662515648
2h6	-1	1	18	happiest	JJS	L+H*	h {	1	H-L%	4	0.615467145	0.559220147	0.575208066	0.561770579	0.667175477
2h6	-1	1	18	happiest	JJS	L+H*	p i	0	H-L%	4	0.606412518	0.554560122	0.568131547	0.553863823	0.657315515
2h6	-1	1	18	happiest	JJS	L+H*	@ s t	0	H-L%	4	0.592759703	0.543601362	0.555326929	0.540511209	0.644117223
2h6	-1	1	18	gift	NN	L+H*	g I f t	1	H-L%	4	0.59179182	0.542356427	0.553872878	0.539084743	0.64300522
2h6	-1	1	18	that	IN	null	D { t	1	H-L%	4	0.597158192	0.543215892	0.557667052	0.544569029	0.648984689
2h6	-1	1	18	ever	RB	null	E	1	H-L%	4	0.565718373	0.515809343	0.529625915	0.518910375	0.609706446
2h6	-1	1	18	ever	RB	null	v r=	0	H-L%	4	0.544705862	0.504307298	0.514546269	0.504052854	0.57945764
2h6	-1	1	18	marquess	JJ	L+H*	m A r	1	H-L%	4	0.504249414	0.474431235	0.48066564	0.470659349	0.530466541
2h6	-1	1	18	marquess	JJ	L+H*	k w @ s	0	H-L%	4	0.476897156	0.453958938	0.458060868	0.449370771	0.495218774
2h6	-1	1	18	gave	VBD	L+H*	g EI v	1	H-L%	4	0.467795136	0.446835711	0.45170573	0.445910069	0.477899901
2h6	-1	1	18	","	","	null	null	null	H-L%	4	0.462793045	0.443392702	0.448946393	0.445990801	0.464567756
2h6	-1	1	19	The	DT	null	D @	0	L-L%	5	0.423183427	0.409045462	0.412673272	0.411948998	0.418562201
2h6	-1	1	19	fairest	NN	L+H*	f E	1	L-L%	5	0.390806828	0.38530032	0.385413394	0.384894575	0.3790315
2h6	-1	1	19	fairest	NN	L+H*	r I s t	0	L-L%	5	0.333663764	0.336888972	0.333402122	0.333144686	0.316598339
2h6	-1	1	19	queen	NN	L+H*	k w i n	1	L-L%	5	0.306669621	0.31520453	0.310355104	0.310985468	0.282951516
2h6	-1	1	19	that	WDT	null	D { t	1	L-L%	5	0.278074513	0.288525115	0.283370181	0.285842169	0.24916898
2h6	-1	1	19	ever	RB	null	E	1	L-L%	5	0.286424584	0.295213282	0.291963102	0.295829741	0.255982063
2h6	-1	1	19	ever	RB	null	v r=	0	L-L%	5	0.275425448	0.285953434	0.282342924	0.28644007	0.245765229
2h6	-1	1	19	king	NN	L+H*	k I N	1	L-L%	5	0.288271149	0.300085817	0.296453954	0.300261554	0.257961493
2h6	-1	1	19	received	VBD	!H*	r @	0	L-L%	5	0.289400306	0.301324101	0.297339316	0.301530184	0.25903297
2h6	-1	1	19	received	VBD	!H*	s i v d	1	L-L%	5	0.296077844	0.305452047	0.302623061	0.308080038	0.265455867
2h6	-1	1	19	.	.	null	null	null	L-L%	5	0.301439864	0.307271979	0.306503398	0.313641505	0.270053344
2h6	-1	1	1	Suffolk	NNP	!H*	s V	1	H-L%	4	0.322398199	0.324055288	0.325270042	0.331565309	0.296523845
2h6	-1	1	1	Suffolk	NNP	!H*	f @ k	0	H-L%	4	0.329811826	0.33100816	0.331795941	0.335447596	0.310535095
2h6	-1	1	1	","	","	null	null	null	H-L%	4	0.344133086	0.341232583	0.344033088	0.346131306	0.331606841
2h6	-1	1	2	arise	VBP	null	r=	0	L-L%	5	0.381551343	0.375643712	0.379553471	0.380230436	0.373448661
2h6	-1	1	2	arise	VBP	null	AI z	1	L-L%	5	0.412509733	0.401983921	0.407287205	0.407244044	0.40999706
2h6	-1	1	2	.	.	null	null	null	L-L%	5	0.462507673	0.448055608	0.454058686	0.452499001	0.465761234
2h6	-1	2	1	Welcome	UH	L+H*	w E l	1	H-L%	4	0.500849446	0.484104324	0.489416088	0.485712581	0.511103661
2h6	-1	2	1	Welcome	UH	L+H*	k @ m	0	H-L%	4	0.544406461	0.521937553	0.528686346	0.523810658	0.561638184
2h6	-1	2	1	","	","	null	null	null	H-L%	4	0.528689858	0.509654378	0.514940633	0.511889855	0.538744087
2h6	-1	2	2	Queen	NNP	L+H*	k w i n	1	H-L%	4	0.529560301	0.51259346	0.517577798	0.516897023	0.531129285
2h6	-1	2	2	Margaret	NNP	L+H*	m A r	1	H-L%	4	0.491838421	0.486347729	0.486013098	0.485577519	0.485003686
2h6	-1	2	2	Margaret	NNP	L+H*	g r=	0	H-L%	4	0.499341923	0.495889927	0.495263014	0.49372649	0.490491242
2h6	-1	2	2	Margaret	NNP	L+H*	I t	0	H-L%	4	0.502990779	0.500324224	0.499460569	0.497369235	0.49305925
2h6	-1	2	2	:	:	null	null	null	H-L%	4	0.522984014	0.524234065	0.52130955	0.517275922	0.511321462
2h6	-1	2	3	I	PRP	null	AI	1	L-L%	5	0.481453593	0.490368128	0.483326054	0.479936867	0.462810731
2h6	-1	2	3	can	MD	null	k { n	1	L-L%	5	0.471802836	0.485007278	0.476256678	0.474124327	0.444026378
2h6	-1	2	3	express	VB	L+H*	I k	0	L-L%	5	0.460958903	0.480009297	0.468156046	0.466633276	0.424423026
2h6	-1	2	3	express	VB	L+H*	s p r E s	1	L-L%	5	0.437323555	0.461472189	0.447336414	0.446072888	0.39400032
2h6	-1	2	3	no	DT	null	n @U	1	L-L%	5	0.420437575	0.446675439	0.431735395	0.431612917	0.370381298
2h6	-1	2	3	kinder	NN	L+H*	k AI n	1	L-L%	5	0.419602869	0.446103239	0.431456131	0.432927115	0.361453379
2h6	-1	2	3	kinder	NN	L+H*	d r=	0	L-L%	5	0.4159879	0.445667479	0.429617058	0.431770315	0.349780905
2h6	-1	2	3	sign	NN	L+H*	s AI n	1	L-L%	5	0.401276393	0.43734717	0.418373777	0.420333865	0.327703831
2h6	-1	2	3	of	IN	null	V v	1	L-L%	5	0.383926283	0.419820924	0.401101738	0.402866753	0.312221751
