DATA	tableName	tei_paragraph_id	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index	1h4	1h6	2h6	3h6	he8
DATA	1h6	-1	1	1	see	VBP	null	s i	1	H-L%	4	0.19022798483939987	0.0	0.3479246350640895	0.3519694515354456	0.10987792856106503
DATA	1h6	-1	1	1	,	,	null	null	null	H-L%	4	0.19001634046061325	0.0	0.26447050108302983	0.3793886669008041	0.1661244915555528
DATA	1h6	-1	1	2	this	DT	null	D I s	1	H-L%	4	0.21987071911985004	0.0	0.31855693052171863	0.2580005825525833	0.2035717678058481
DATA	1h6	-1	1	2	city	NN	L+H*	s I	1	H-L%	4	0.2917733919934628	0.0	0.23538185256575853	0.17250932482580442	0.30033543061497425
DATA	1h6	-1	1	2	city	NN	L+H*	t i	0	H-L%	4	0.22217321913689184	0.0	0.2444940109462736	0.2310830322298192	0.30224973768701535
DATA	1h6	-1	1	2	must	MD	null	m V s t	1	H-L%	4	0.31567601403744694	0.0	0.20673593644419155	0.2130662225218745	0.264521826996487
DATA	1h6	-1	1	2	be	VB	L+H*	b i	1	H-L%	4	0.1703680209832059	0.0	0.1941278803339118	0.3287386738995416	0.3067654247833407
DATA	1h6	-1	1	2	famished	JJ	L+H*	f @	0	H-L%	4	0.21883400205431272	0.0	0.20187178542363224	0.28507399305526177	0.29422021946679316
DATA	1h6	-1	1	2	famished	JJ	L+H*	m I S t	1	H-L%	4	0.2426201277692262	0.0	0.3383758371223664	0.26613028716958376	0.15287374793882375
DATA	1h6	-1	1	2	,	,	null	null	null	H-L%	4	0.29168369809123956	0.0	0.3271696081509953	0.2920752530736248	0.08907144068414044
DATA	1h6	-1	1	3	Or	CC	null	O r	1	L-L%	5	0.2804146454633234	0.0	0.28978936556709434	0.34832049118656283	0.0814754977830194
DATA	1h6	-1	1	3	with	IN	null	w I D	1	L-L%	5	0.25578665080633606	0.0	0.3076962365136524	0.33402263670554605	0.1024944759744655
DATA	1h6	-1	1	3	light	JJ	L+H*	l AI t	1	L-L%	5	0.3381549813394667	0.0	0.29776103422010725	0.22962842923193139	0.1344555552084947
DATA	1h6	-1	1	3	skirmishes	NNS	L+H*	s	0	L-L%	5	0.4166868614168663	0.0	0.27143880544106497	0.2015703289392678	0.11030400420280097
DATA	1h6	-1	1	3	skirmishes	NNS	L+H*	k r=	1	L-L%	5	0.26587140396784925	0.0	0.3940592829137755	0.21237000108090773	0.1276993120374676
DATA	1h6	-1	1	3	skirmishes	NNS	L+H*	m I	0	L-L%	5	0.3487071384102895	0.0	0.3036581492575647	0.22902845145136763	0.11860626088077826
DATA	1h6	-1	1	3	skirmishes	NNS	L+H*	S I z	0	L-L%	5	0.4338198324646883	0.0	0.2690129791108646	0.1918689282813848	0.10529826014306236
DATA	1h6	-1	1	3	enfeebled	VBD	!H*	E n	0	L-L%	5	0.3449663034350243	0.0	0.29008102308942324	0.21403750938141175	0.15091516409414055
DATA	1h6	-1	1	3	enfeebled	VBD	!H*	f i	1	L-L%	5	0.2899174765253428	0.0	0.38150518822441953	0.1776680757698728	0.15090925948036504
DATA	1h6	-1	1	3	enfeebled	VBD	!H*	b @ l d	0	L-L%	5	0.2379926139348158	0.0	0.37990331361859	0.20667688604902137	0.1754271863975728
DATA	1h6	-1	1	3	.	.	null	null	null	L-L%	5	0.2710696780482686	0.0	0.3201784626226879	0.18920236282657804	0.21954949650246555
DATA	1h6	-1	1	1	O	UH	H*	@U	1	H-L%	4	0.24162027082792623	0.0	0.3901125382414161	0.15712526759319856	0.21114192333745907
DATA	1h6	-1	1	1	Lord	NNP	H*	l O r d	1	H-L%	4	0.17836692162160736	0.0	0.44615057668745045	0.22172124370292245	0.15376125798801976
DATA	1h6	-1	1	1	,	,	null	null	null	H-L%	4	0.1716741762070451	0.0	0.4028853077721444	0.3041940621889048	0.12124645383190583
DATA	1h6	-1	1	2	have	VBP	null	h { v	1	H-L%	4	0.19810472077563998	0.0	0.4209539554058696	0.2792289767444077	0.10171234707408269
DATA	1h6	-1	1	2	mercy	NN	H*	m r=	1	H-L%	4	0.24536688107144347	0.0	0.23681301985146277	0.36894537367406355	0.14887472540303012
DATA	1h6	-1	1	2	mercy	NN	H*	s i	0	H-L%	4	0.3026886242274241	0.0	0.2665305238845096	0.2333065125593613	0.19747433932870506
DATA	1h6	-1	1	2	on	IN	null	A n	1	H-L%	4	0.3174887172173308	0.0	0.2789310664600278	0.20067067173260295	0.2029095445900385
DATA	1h6	-1	1	2	us	PRP	null	V s	1	H-L%	4	0.49827035612998616	0.0	0.1669306562053586	0.1741021936132553	0.16069679405140008
DATA	1h6	-1	1	2	,	,	null	null	null	H-L%	4	0.5322199396006138	0.0	0.1099739218628723	0.21992041852189095	0.13788572001462307
DATA	1h6	-1	1	3	wretched	JJ	H*	r E	1	L-L%	5	0.3596468618876235	0.0	0.1903300356589278	0.30871883229901453	0.14130427015443411
DATA	1h6	-1	1	3	wretched	JJ	H*	tS I d	0	L-L%	5	0.1437137051602895	0.0	0.6462463313185156	0.12725881580475126	0.08278114771644345
DATA	1h6	-1	1	3	sinners	NNS	H*	s I	1	L-L%	5	0.10185370078249062	0.0	0.7482250620073301	0.05357071203518213	0.09635052517499718
DATA	1h6	-1	1	3	sinners	NNS	H*	n r= z	0	L-L%	5	0.15582039584144344	0.0	0.43598750027651517	0.11956736840673808	0.28862473547530326
DATA	1h6	-1	1	3	!	.	null	null	null	L-L%	5	0.4561338618270082	0.0	0.29511223459318386	0.13901822553467602	0.10973567804513198
DATA	1h6	-1	1	1	O	UH	H*	@U	1	H-L%	4	0.38007747646012063	0.0	0.32574334841406194	0.11638721147372107	0.17779196365209643
DATA	1h6	-1	1	1	Lord	NNP	H*	l O r d	1	H-L%	4	0.31396678936815686	0.0	0.3365259749164804	0.16523917921750722	0.18426805649785538
DATA	1h6	-1	1	1	,	,	null	null	null	H-L%	4	0.25735431977959	0.0	0.2555401015501934	0.3705179826326797	0.11658759603753685
DATA	1h6	-1	1	2	have	VBP	null	h { v	1	H-L%	4	0.19810472077563998	0.0	0.4209539554058696	0.2792289767444077	0.10171234707408269
DATA	1h6	-1	1	2	mercy	NN	H*	m r=	1	H-L%	4	0.24536688107144347	0.0	0.23681301985146277	0.36894537367406355	0.14887472540303012
DATA	1h6	-1	1	2	mercy	NN	H*	s i	0	H-L%	4	0.3026886242274241	0.0	0.2665305238845096	0.2333065125593613	0.19747433932870506
DATA	1h6	-1	1	2	on	IN	null	A n	1	H-L%	4	0.3174887172173308	0.0	0.2789310664600278	0.20067067173260295	0.2029095445900385
DATA	1h6	-1	1	2	me	PRP	null	m i	1	H-L%	4	0.49827035612998616	0.0	0.1669306562053586	0.1741021936132553	0.16069679405140008
DATA	1h6	-1	1	2	,	,	null	null	null	H-L%	4	0.57341468816841	0.0	0.0936264801928038	0.18456045116352185	0.1483983804752644
DATA	1h6	-1	1	3	woeful	JJ	H*	w @U	1	L-L%	5	0.20121741926442904	0.0	0.2750925832201812	0.1456233118171587	0.37806668569823104
DATA	1h6	-1	1	3	woeful	JJ	H*	f @ l	0	L-L%	5	0.20647650861210082	0.0	0.4091794032442883	0.1795635471704705	0.20478054097314033
DATA	1h6	-1	1	3	man	NN	H*	m { n	1	L-L%	5	0.24027731675328073	0.0	0.42971304357041185	0.20419991461577452	0.12580972506053292
DATA	1h6	-1	1	3	!	.	null	null	null	L-L%	5	0.15874431334434919	0.0	0.2772232492994724	0.4701259255069131	0.09390651184926518
DATA	1h6	-1	1	1	What	WP	null	w V t	1	L-L%	5	0.2544694288660036	0.0	0.2256315594110756	0.4417059471555489	0.078193064567372
DATA	1h6	-1	1	1	chance	NN	H*	tS { n s	1	L-L%	5	0.12109214620652678	0.0	0.2180178182814436	0.5937277317191834	0.06716230379284628
DATA	1h6	-1	1	1	is	VBZ	null	I z	1	L-L%	5	0.12157822904233988	0.0	0.2666544530606754	0.5562820243108797	0.055485293586104954
DATA	1h6	-1	1	1	this	DT	null	D I s	1	L-L%	5	0.1410183132745334	0.0	0.2966044268375056	0.4986282796105839	0.06374898027737712
DATA	1h6	-1	1	1	that	IN	null	D { t	1	L-L%	5	0.2041748656409246	0.0	0.1818801028966656	0.5265358484341354	0.08740918302827434
DATA	1h6	-1	1	1	suddenly	RB	null	s V	1	L-L%	5	0.17712179045477458	0.0	0.20541951414836632	0.5320643318718616	0.08539436352499741
DATA	1h6	-1	1	1	suddenly	RB	null	d @	0	L-L%	5	0.21124850822254979	0.0	0.1832040334076699	0.5072966009121779	0.09825085745760248
DATA	1h6	-1	1	1	suddenly	RB	null	n l i	0	L-L%	5	0.2189270729341578	0.0	0.2609216765413253	0.38275031346355526	0.13740093706096165
DATA	1h6	-1	1	1	hath	NN	H*	h { T	1	L-L%	5	0.255403564409713	0.0	0.2590550797445347	0.2840122771633462	0.20152907868240605
DATA	1h6	-1	1	1	crossed	VBD	H*	k r O s t	1	L-L%	5	0.1630918699507904	0.0	0.35023690270418983	0.3734850427672621	0.11318618457775761
DATA	1h6	-1	1	1	us	PRP	null	V s	1	L-L%	5	0.1281413611521495	0.0	0.18287094486234504	0.5672413396796702	0.12174635430583523
DATA	1h6	-1	1	1	?	.	null	null	null	L-L%	5	0.16758343814126997	0.0	0.4022538926397164	0.29444979893322343	0.13571287028579024
DATA	1h6	-1	2	1	Speak	VB	H*	s	0	H-L%	4	0.23517795312297543	0.0	0.1318806783180615	0.516450310234835	0.11649105832412794
DATA	1h6	-1	2	1	Speak	VB	H*	p i k	1	H-L%	4	0.07868634547888828	0.0	0.06545820723745267	0.8047414081232684	0.05111403916039056
DATA	1h6	-1	2	1	,	,	null	null	null	H-L%	4	0.10103535370736592	0.0	0.1529756048837787	0.6818592669389852	0.06412977446987002
DATA	1h6	-1	2	2	Salisbury	NNP	H*	s { l z	1	H-L%	4	0.14266517689770652	0.0	0.32795851437055046	0.37185367469447517	0.15752263403726804
DATA	1h6	-1	2	2	Salisbury	NNP	H*	b r=	0	H-L%	4	0.1644856670705012	0.0	0.31367705203715185	0.4199601320763915	0.10187714881595539
DATA	1h6	-1	2	2	Salisbury	NNP	H*	i	0	H-L%	4	0.06892268254665905	0.0	0.5943715083265627	0.3018944272478817	0.03481138187889658
DATA	1h6	-1	2	2	;	:	null	null	null	H-L%	4	0.0865649112107843	0.0	0.6442358325855152	0.20908236215430764	0.06011689404939285
DATA	1h6	-1	2	3	at	IN	null	{ t	1	H-L%	4	0.17377250123794	0.0	0.3817414188290265	0.264352449334042	0.1801336305989914
DATA	1h6	-1	2	3	least	JJS	H*	l i s t	1	H-L%	4	0.20872833232259852	0.0	0.3045072249744019	0.26402094485337824	0.22274349784962133
DATA	1h6	-1	2	3	,	,	null	null	null	H-L%	4	0.24660317093941367	0.0	0.244316832498744	0.17584033068306215	0.33323966587878007
DATA	1h6	-1	2	4	if	IN	null	I f	1	H-L%	4	0.20517385044380235	0.0	0.24615520023333196	0.17812607688779813	0.3705448724350677
DATA	1h6	-1	2	4	thou	PRP	null	D aU	1	H-L%	4	0.2518849052120449	0.0	0.205788957244285	0.21151307580041276	0.33081306174325725
DATA	1h6	-1	2	4	canst	MD	null	k { n s t	1	H-L%	4	0.21517167006868723	0.0	0.2263138952526322	0.273833211415724	0.2846812232629566
DATA	1h6	-1	2	4	speak	VB	H*	s	0	H-L%	4	0.2153401599315248	0.0	0.22541440457060613	0.28592417754547494	0.2733212579523941
DATA	1h6	-1	2	4	speak	VB	H*	p i k	1	H-L%	4	0.23208380619663893	0.0	0.15857736457173222	0.39092488313641444	0.21841394609521436
DATA	1h6	-1	2	4	:	:	null	null	null	H-L%	4	0.16185243714017272	0.0	0.14877985786098474	0.514893672477002	0.17447403252184054
DATA	1h6	-1	2	5	How	WRB	null	h aU	1	H-L%	4	0.0992835427633634	0.0	0.23141549306239054	0.5590710428335824	0.11022992134066362
DATA	1h6	-1	2	5	farest	NN	H*	f E	1	H-L%	4	0.1029406676833972	0.0	0.1686141361470321	0.5684005469172532	0.16004464925231748
DATA	1h6	-1	2	5	farest	NN	H*	r @ s t	0	H-L%	4	0.11423513615418832	0.0	0.1330601658521671	0.6340072069918332	0.11869749100181141
DATA	1h6	-1	2	5	thou	NNS	H*	D aU	1	H-L%	4	0.16866911516814687	0.0	0.20532035463888235	0.5806696755006874	0.04534085469228345
DATA	1h6	-1	2	5	,	,	null	null	null	H-L%	4	0.13158150352575926	0.0	0.40023997362783525	0.4357615780981269	0.032416944748278706
DATA	1h6	-1	2	6	mirror	NN	H*	m I	1	H-H%	5	0.05013863685602857	0.0	0.5607027797040978	0.34497686870752103	0.04418171473235262
DATA	1h6	-1	2	6	mirror	NN	H*	r r=	0	H-H%	5	0.03958255039242807	0.0	0.5780865915696525	0.29535544219146587	0.08697541584645356
DATA	1h6	-1	2	6	of	IN	null	V v	1	H-H%	5	0.07207054086677483	0.0	0.4247588067482673	0.19674239764196721	0.3064282547429907
DATA	1h6	-1	2	6	all	DT	null	O l	1	H-H%	5	0.040811570348367764	0.0	0.14502015346471905	0.3831269558478229	0.4310413203390903
DATA	1h6	-1	2	6	martial	JJ	H*	m A r	1	H-H%	5	0.0035530169333174867	0.0	0.08149741469145089	0.615930244967055	0.29901932340817666
DATA	1h6	-1	2	6	martial	JJ	H*	S @ l	0	H-H%	5	0.0028029826365145306	0.0	0.4056892947300702	0.2115041329692894	0.3800035896641258
DATA	1h6	-1	2	6	men	NNS	L*	m E n	1	H-H%	5	0.011779046334552498	0.0	0.6249207163066325	0.08218705962058921	0.28111317773822586
DATA	1h6	-1	2	6	?	.	null	null	null	H-H%	5	0.1506917743287032	0.0	0.4984099632750183	0.308635538914017	0.04226272348226137
DATA	1h6	-1	3	1	One	CD	null	w V n	1	L-L%	5	0.32459503312624455	0.0	0.20148989854651303	0.4602406918874326	0.013674376439809776
DATA	1h6	-1	3	1	of	IN	null	V v	1	L-L%	5	0.15559535875243166	0.0	0.13777150445409267	0.6100620611143261	0.09657107567914956
DATA	1h6	-1	3	1	thy	JJ	H*	D AI	1	L-L%	5	0.14059231506657643	0.0	0.18961039857651496	0.39869955635922444	0.2710977299976842
DATA	1h6	-1	3	1	eyes	NNS	H*	AI z	1	L-L%	5	0.21795505940542126	0.0	0.21296418941100306	0.3531740204891944	0.21590673069438138
DATA	1h6	-1	3	1	and	CC	null	{ n d	1	L-L%	5	0.18352126818132966	0.0	0.23338032136263503	0.4049806933706632	0.17811771708537208
DATA	1h6	-1	3	1	thy	JJ	H*	D AI	1	L-L%	5	0.13107354802905508	0.0	0.26429770122756585	0.48651719166239066	0.11811155908098839
DATA	1h6	-1	3	1	cheek's	NN	H*	tS i k	1	L-L%	5	0.08753336998264521	0.0	0.39326931662103576	0.4227036749669082	0.09649363842941085
DATA	1h6	-1	3	1	cheek's	POS	null	z	0	L-L%	5	0.12666798313691552	0.0	0.4647831961294987	0.3116158017801109	0.09693301895347477
DATA	1h6	-1	3	1	side	NN	H*	s AI d	1	L-L%	5	0.12025034478859054	0.0	0.3776511008546371	0.35606398559633634	0.14603456876043616
DATA	1h6	-1	3	1	struck	VBD	H*	s	0	L-L%	5	0.19493512045224337	0.0	0.18693821661157176	0.3479286493954677	0.27019801354071715
DATA	1h6	-1	3	1	struck	VBD	H*	t r V k	1	L-L%	5	0.2853246230276362	0.0	0.2342688428923063	0.22939678873304292	0.2510097453470145
DATA	1h6	-1	3	1	off	RP	null	O f	1	L-L%	5	0.28438817351691076	0.0	0.19368652607869347	0.2526013859532318	0.269323914451164
DATA	1h6	-1	3	1	!	.	null	null	null	L-L%	5	0.22629469796159643	0.0	0.27779412271269927	0.23781522141524858	0.25809595791045564
DATA	1h6	-1	4	1	Accursed	VBN	H*	@	0	H-L%	4	0.11344902300075663	0.0	0.13429486128740856	0.1954611156826067	0.556795000029228
DATA	1h6	-1	4	1	Accursed	VBN	H*	k r= s t	0	H-L%	4	0.15375113773237842	0.0	0.1345881280342641	0.18007728767879552	0.5315834465545619
DATA	1h6	-1	4	1	tower	NN	H*	t aU	1	H-L%	4	0.38682966582022443	0.0	0.15083996439800468	0.23423529767999293	0.22809507210177793
DATA	1h6	-1	4	1	tower	NN	H*	r=	0	H-L%	4	0.27469649275512265	0.0	0.3257629875331304	0.3186077869620069	0.08093273274973996
DATA	1h6	-1	4	1	!	.	null	null	null	H-L%	4	0.09805843573033665	0.0	0.11768429317800498	0.7250618637834039	0.059195407308254476
DATA	1h6	-1	4	2	accursed	VBD	H*	@	0	L-L%	5	0.0332588034597718	0.0	0.0709995763360735	0.8587183088984363	0.037023311305718426
DATA	1h6	-1	4	2	accursed	VBD	H*	k r= s t	0	L-L%	5	0.03536205983428565	0.0	0.0682042897597976	0.8755970990111364	0.020836551394780394
DATA	1h6	-1	4	2	fatal	JJ	H*	f EI	1	L-L%	5	0.05462248727908444	0.0	0.1262431992563144	0.7956753195720957	0.023458993892505463
DATA	1h6	-1	4	2	fatal	JJ	H*	t @ l	0	L-L%	5	0.18936623141751302	0.0	0.24043072159986514	0.5233193432328394	0.046883703749782346
DATA	1h6	-1	4	2	hand	NN	H*	h { n d	1	L-L%	5	0.24303288522474772	0.0	0.2131118504470342	0.5220009090005292	0.021854355327688757
DATA	1h6	-1	4	2	That	IN	null	D { t	1	L-L%	5	0.2441527111538129	0.0	0.22607004307774892	0.47681127594017103	0.05296596982826705
DATA	1h6	-1	4	2	hath	NN	H*	h { T	1	L-L%	5	0.34819337352972546	0.0	0.2666032417870038	0.3195991022767145	0.06560428240655626
DATA	1h6	-1	4	2	contrived	VBD	H*	k @ n	0	L-L%	5	0.29926178740325304	0.0	0.34027513636349377	0.2550056600778741	0.10545741615537897
DATA	1h6	-1	4	2	contrived	VBD	H*	t r AI v d	1	L-L%	5	0.32541487161281185	0.0	0.3500610027128087	0.2470612544312707	0.07746287124310888
DATA	1h6	-1	4	2	this	DT	null	D I s	1	L-L%	5	0.1359264540964331	0.0	0.6873636322051787	0.115257681323558	0.061452232374830204
DATA	1h6	-1	4	2	woeful	JJ	H*	w @U	1	L-L%	5	0.15448641310324498	0.0	0.6011735310101028	0.1355879725534134	0.10875208333323881
DATA	1h6	-1	4	2	woeful	JJ	H*	f @ l	0	L-L%	5	0.2079033303346036	0.0	0.5907952972542894	0.1383977451918157	0.06290362721929121
DATA	1h6	-1	4	2	tragedy	NN	H*	t r {	1	L-L%	5	0.22789331625875442	0.0	0.40774794566936834	0.3090433243458079	0.0553154137260694
DATA	1h6	-1	4	2	tragedy	NN	H*	dZ @	0	L-L%	5	0.13766482655241674	0.0	0.32840312978018615	0.43330544862833886	0.10062659503905821
DATA	1h6	-1	4	2	tragedy	NN	H*	d i	0	L-L%	5	0.19152386566364743	0.0	0.35128264906085127	0.3852104281588901	0.0719830571166112
DATA	1h6	-1	4	2	!	.	null	null	null	L-L%	5	0.2331453703322253	0.0	0.324090263895763	0.40136421203830197	0.04140015373370982
DATA	1h6	-1	5	1	In	IN	null	I n	1	H-L%	4	0.4718240879637212	0.0	0.14292245212890473	0.32552249553908064	0.05973096436829331
DATA	1h6	-1	5	1	thirteen	JJ	L+H*	T r=	1	H-L%	4	0.3723200595281111	0.0	0.1362832389930322	0.43756600723620664	0.05383069424265017
DATA	1h6	-1	5	1	thirteen	JJ	L+H*	t i n	0	H-L%	4	0.2781857009791276	0.0	0.20593751825692214	0.40460807356693296	0.11126870719701723
DATA	1h6	-1	5	1	battles	NNS	L+H*	b {	1	H-L%	4	0.19134609831891747	0.0	0.26376070818991054	0.3551970836358395	0.1896961098553325
DATA	1h6	-1	5	1	battles	NNS	L+H*	t @ l z	0	H-L%	4	0.31338612139505123	0.0	0.3055843161525105	0.2035468011630873	0.17748276128935095
DATA	1h6	-1	5	1	Salisbury	NNP	L+H*	s { l z	1	H-L%	4	0.3148286149800759	0.0	0.3346540498588993	0.16837134254449537	0.18214599261652933
DATA	1h6	-1	5	1	Salisbury	NNP	L+H*	b r=	0	H-L%	4	0.37873736206563324	0.0	0.3150589711495378	0.180958972714579	0.1252446940702501
DATA	1h6	-1	5	1	Salisbury	NNP	L+H*	i	0	H-L%	4	0.3852833852139206	0.0	0.277654445990951	0.16585815617948244	0.1712040126156459
DATA	1h6	-1	5	1	o'	IN	null	@U	1	H-L%	4	0.34512910499765714	0.0	0.26618480239072534	0.18461967180525773	0.20406642080635987
DATA	1h6	-1	5	1	ercame	NN	L+H*	r=	1	H-L%	4	0.2699600747276885	0.0	0.22433600330258952	0.25345261494828025	0.2522513070214417
DATA	1h6	-1	5	1	ercame	NN	L+H*	k EI m	0	H-L%	4	0.14172052990114922	0.0	0.20707013184977968	0.18852626571569536	0.4626830725333757
DATA	1h6	-1	5	1	;	:	null	null	null	H-L%	4	0.2315818695456809	0.0	0.2643926799739305	0.1886680407189126	0.3153574097614761
DATA	1h6	-1	5	2	Henry	NNP	L+H*	h E n	1	H-L%	4	0.2465299115953523	0.0	0.23720602649425993	0.23053811542524807	0.2857259464851397
DATA	1h6	-1	5	2	Henry	NNP	L+H*	r i	0	H-L%	4	0.22025630446408012	0.0	0.19684220017833487	0.33384248765947633	0.24905900769810876
DATA	1h6	-1	5	2	the	DT	null	D @	0	H-L%	4	0.23141802686419577	0.0	0.23939364075433375	0.2206699260418401	0.30851840633963046
DATA	1h6	-1	5	2	Fifth	NNP	L+H*	f I f T	1	H-L%	4	0.20808207512317067	0.0	0.3269849877735005	0.201002943205839	0.26392999389748983
DATA	1h6	-1	5	2	he	PRP	null	h i	1	H-L%	4	0.28671708766701903	0.0	0.22307533761570933	0.19776336682883988	0.2924442078884316
DATA	1h6	-1	5	2	first	RB	null	f r= s t	1	H-L%	4	0.31739627118252595	0.0	0.2175687821530307	0.19666339802405883	0.2683715486403845
DATA	1h6	-1	5	2	trained	VBD	L+H*	t r EI n d	1	H-L%	4	0.33142118188277697	0.0	0.20698274163270453	0.22166897789429651	0.23992709859022185
DATA	1h6	-1	5	2	to	TO	null	t u	1	H-L%	4	0.38688669354850963	0.0	0.21303650000800142	0.19938637171878024	0.2006904347247088
DATA	1h6	-1	5	2	the	DT	null	D @	0	H-L%	4	0.347909261185814	0.0	0.23018245015051902	0.2669792695676181	0.15492901909604878
DATA	1h6	-1	5	2	wars	NNS	L+H*	w O r z	1	H-L%	4	0.315643954429531	0.0	0.24093012952061288	0.2432470798054153	0.20017883624444066
DATA	1h6	-1	5	2	;	:	null	null	null	H-L%	4	0.2667155400652814	0.0	0.2245108453132638	0.2491619361525006	0.25961167846895417
DATA	1h6	-1	5	3	Whilst	NNP	L+H*	w I l s t	1	H-L%	4	0.23260693296127985	0.0	0.20431976443418873	0.2822358225703492	0.28083748003418224
DATA	1h6	-1	5	3	any	DT	null	E	1	H-L%	4	0.22085481026119808	0.0	0.22599532887057494	0.26212889001821915	0.2910209708500078
DATA	1h6	-1	5	3	any	DT	null	n i	0	H-L%	4	0.23028808878289764	0.0	0.259390956872313	0.2384825445882584	0.27183840975653106
DATA	1h6	-1	5	3	trump	NN	L+H*	t r V m p	1	H-L%	4	0.26426881325593526	0.0	0.28637606557370276	0.2277735055923153	0.22158161557804668
DATA	1h6	-1	5	3	did	VBD	L+H*	d I d	1	H-L%	4	0.23794430485374718	0.0	0.3466924702224225	0.2020294518932049	0.21333377303062545
DATA	1h6	-1	5	3	sound	NN	L+H*	s aU n d	1	H-L%	4	0.24392561234272603	0.0	0.2695107458765858	0.21013168650773315	0.27643195527295494
DATA	1h6	-1	5	3	,	,	null	null	null	H-L%	4	0.24828648189034314	0.0	0.1766374731608722	0.21983524679529717	0.35524079815348764
DATA	1h6	-1	5	4	or	CC	null	O r	1	H-L%	4	0.17494307097244632	0.0	0.14149925631657306	0.1920478197607877	0.4915098529501929
DATA	1h6	-1	5	4	drum	NN	L+H*	d r V m	1	H-L%	4	0.18130780346409958	0.0	0.18033294344145523	0.18832105685414255	0.45003819624030267
DATA	1h6	-1	5	4	struck	VBD	L+H*	s	0	H-L%	4	0.32091758710135865	0.0	0.16889990694325221	0.23930332088827466	0.2708791850671144
DATA	1h6	-1	5	4	struck	VBD	L+H*	t r V k	1	H-L%	4	0.6253279907749834	0.0	0.05795546536504559	0.14610834031144887	0.1706082035485221
DATA	1h6	-1	5	4	up	RP	null	V p	1	H-L%	4	0.31051673191086643	0.0	0.14259689604153036	0.35231172364623187	0.19457464840137134
DATA	1h6	-1	5	4	,	,	null	null	null	H-L%	4	0.22293689747688522	0.0	0.16177555411382222	0.4302690572207472	0.18501849118854535
DATA	1h6	-1	5	5	His	PRP$	null	h I z	1	L-L%	5	0.21514243251872378	0.0	0.19687161980270088	0.38488681651389534	0.20309913116467992
DATA	1h6	-1	5	5	sword	NN	L+H*	s O r d	1	L-L%	5	0.2185201538357604	0.0	0.29067447221322246	0.3237292948668261	0.1670760790841909
DATA	1h6	-1	5	5	did	VBD	L+H*	d I d	1	L-L%	5	0.27054084912249227	0.0	0.26284133919596836	0.3075253185015701	0.15909249317996943
DATA	1h6	-1	5	5	ne'er	RB	null	n I r	1	L-L%	5	0.20504557619389632	0.0	0.3145278509385891	0.3659331796893718	0.11449339317814283
DATA	1h6	-1	5	5	leave	VB	L+H*	l i v	1	L-L%	5	0.20331960927768367	0.0	0.35477276961489396	0.3375531646381612	0.10435445646926123
DATA	1h6	-1	5	5	striking	VBG	L+H*	s	0	L-L%	5	0.17053154283503	0.0	0.33751898664532104	0.40709304456342094	0.08485642595622801
DATA	1h6	-1	5	5	striking	VBG	L+H*	t r AI	1	L-L%	5	0.2527912830496507	0.0	0.3702905155780443	0.29069253159136976	0.08622566978093515
DATA	1h6	-1	5	5	striking	VBG	L+H*	k I N	0	L-L%	5	0.26273627077241957	0.0	0.3769130095272519	0.2457224335922457	0.1146282861080828
DATA	1h6	-1	5	5	in	IN	null	I n	1	L-L%	5	0.38603582564340727	0.0	0.3096651006006748	0.24293967748059314	0.06135939627532481
DATA	1h6	-1	5	5	the	DT	null	D @	0	L-L%	5	0.5412663668554466	0.0	0.2762245921173071	0.143797131747979	0.03871190927926717
DATA	1h6	-1	5	5	field	NN	!H*	f i l d	1	L-L%	5	0.439391175139687	0.0	0.3216889808581898	0.17384131640101924	0.06507852760110394
DATA	1h6	-1	5	5	.	.	null	null	null	L-L%	5	0.19831561679736506	0.0	0.4367160465492924	0.2815620349169004	0.08340630173644216
DATA	1h6	-1	6	1	Yet	RB	null	j E t	1	H-L%	4	0.11109635221959663	0.0	0.39933062219365745	0.36641318803157497	0.12315983755517093
DATA	1h6	-1	6	1	livest	JJ	L+H*	l AI	1	H-L%	4	0.11128277982443784	0.0	0.24056285859423884	0.5392078380922888	0.1089465234890346
DATA	1h6	-1	6	1	livest	JJ	L+H*	v @ s t	0	H-L%	4	0.1414847263605789	0.0	0.1522410496206161	0.5133287118140666	0.1929455122047385
DATA	1h6	-1	6	1	thou	NNS	L+H*	D aU	1	H-L%	4	0.16196134196780246	0.0	0.1931494529607996	0.46951051410989975	0.17537869096149816
DATA	1h6	-1	6	1	,	,	null	null	null	H-L%	4	0.2883524520124516	0.0	0.22408054242525627	0.29525194296711976	0.19231506259517242
DATA	1h6	-1	6	2	Salisbury	NNP	L+H*	s { l z	1	H-L%	4	0.2778743462758712	0.0	0.2077581665947961	0.34503068283683613	0.16933680429249662
DATA	1h6	-1	6	2	Salisbury	NNP	L+H*	b r=	0	H-L%	4	0.2074299152875764	0.0	0.3809404354278761	0.2092741068053397	0.20235554247920778
DATA	1h6	-1	6	2	Salisbury	NNP	L+H*	i	0	H-L%	4	0.10809327330941074	0.0	0.3695558782870175	0.41220841410161785	0.11014243430195407
DATA	1h6	-1	6	2	?	.	null	null	null	H-L%	4	0.10017758730913555	0.0	0.2580667511288179	0.5716935330886306	0.07006212847341603
